"idencuesta","ola","ponderadorlong_total","ponderadorlong_total_rs","ponderadorlong_panel","ponderadorlong_panel_rs"
5101147,2,7004.16802493941,1.41047525565582,NA,NA
5101148,2,5993.68961147675,1.20698858978935,NA,NA
5101151,2,1890.93703068899,0.38079039256246,2847.41369360467,0.302352079549725
5101152,2,7626.29042419979,1.53575612370775,NA,NA
5101153,2,1277.41943725208,0.257242330698287,2400.8420192676,0.254932951550489
5101154,2,6703.40168076112,1.34990796419636,15785.5163899753,1.67618204477805
5101155,2,1462.13651552421,0.294440020312842,NA,NA
5101161,2,2408.59413062914,0.485034398100356,5671.88182008623,0.602267688434263
5101162,2,4483.75800513137,0.902923758548926,7796.4064856346,0.827859934522694
5101173,2,10615.5748254236,2.13772793035649,NA,NA
5101174,2,6583.3014986898,1.32572260279324,11447.1152195399,1.21550974459622
5101181,2,1498.52288104179,0.301767381395994,NA,NA
5101182,2,3795.95064849805,0.764415479801896,10348.850589875,1.09889072452867
5101183,2,3253.22825595823,0.655123911889466,NA,NA
5101184,2,1129.8497168189,0.227525248182003,NA,NA
5101186,2,6790.83766552946,1.36751552194348,NA,NA
5101191,2,2265.67451063066,0.456253736808706,NA,NA
5101192,2,1631.86870038316,0.328620103654577,NA,NA
5101193,2,3454.36184840026,0.695627502638647,NA,NA
5101194,2,2660.30834949204,0.535723741351215,6001.87306784222,0.637307746089505
5101195,2,2234.91101381663,0.450058689676893,NA,NA
5101196,2,2566.09427473013,0.516751235164468,5789.31841490766,0.614737670839435
5101197,2,2713.70937208019,0.546477455528134,6122.35013935473,0.650100580931762
5101201,2,4379.98732002724,0.882026775055574,7970.08744294474,0.846302213822977
5101202,2,3028.02145244839,0.609772540730902,NA,NA
5101203,2,6569.98079999753,1.32304012632685,NA,NA
5101204,2,882.296183995999,0.177673769569038,1534.14606303123,0.162903006869825
5101205,2,1237.09503130631,0.249121940584428,NA,NA
5101206,2,2963.07460145366,0.59669376735844,6729.60199503275,0.714581503316542
5101207,2,1295.25093623909,0.260833176606449,2922.19197515023,0.310292397102189
5101215,2,4852.31710593805,0.977142922064649,11426.4868574078,1.21331932590071
5101221,2,4098.42604114516,0.825326933561206,8611.64546483535,0.914425929918783
5101222,2,6158.244018178,1.24012598998233,11205.9099110736,1.18989740495727
5101223,2,1232.31362267606,0.248159076967203,NA,NA
5101224,2,2572.40710890667,0.518022491988601,6057.63707937678,0.643229037010236
5101226,2,3704.35491879679,0.745970246933788,8357.32745984145,0.887421221101955
5101241,2,98.6756891257846,0.0198709707350159,NA,NA
5101251,2,38.8625174829828,0.00782600004555332,73.0400385548972,0.00775574255229081
5101252,2,200.798367109612,0.0404360842252427,453.017527780941,0.0481035797168079
5101253,2,35.6358612541531,0.00717622711705317,83.9171660431435,0.00891072825843714
5101261,2,62.2018834277267,0.0125260012491998,146.476206722588,0.0155535480519041
5101274,2,29.7076114087262,0.00598241656217397,NA,NA
5101282,2,75.6145549940968,0.0152269988964924,NA,NA
5101291,2,35.2173993516386,0.0070919586990441,73.9990802237566,0.00785757820883968
5101295,2,113.044907621958,0.0227645945115728,NA,NA
5101303,2,26.8993872603744,0.00541690604622376,63.3440659982528,0.00672617755710134
5101313,2,352.305428967875,0.0709460550093949,NA,NA
5101331,2,327.186977066155,0.0658877875975331,NA,NA
5101341,2,43.6104317058081,0.00878211867426503,102.696096288201,0.0109047653820433
5101343,2,48.7454801722031,0.00981619706482536,88.7001972915235,0.00941861351857588
5101361,2,47.2153399997154,0.00950806270207248,NA,NA
5101362,2,32.0325573407494,0.00645060617387088,72.750905994926,0.00772504106659901
5101364,2,61.8203885957206,0.0124491771326467,NA,NA
5101371,2,177.775210946455,0.0357997602593404,505.884627725056,0.0537172626332622
5101372,2,103.041751584667,0.0207501933694494,242.648036915317,0.0257655354839319
5101393,2,18.9527112696181,0.0038166317795634,28.5394006908749,0.00303045081484634
5101401,2,296.804701684856,0.059769509526068,NA,NA
5101403,2,152.110481617178,0.0306314853788469,414.696815943313,0.0440345022448707
5101404,2,23.9262441640039,0.00481818472000448,36.0286536058212,0.00382569570609404
5101411,2,137.91784194795,0.0277734204388561,392.464819808294,0.0416738019788497
5101422,2,27.1342354490844,0.00546419896635812,63.8970986387819,0.00678490122247473
5101443,2,44.2564157890307,0.00891220472612567,80.531626686924,0.00855123540811845
5101444,2,20.9018253007183,0.00420913765628273,NA,NA
5101451,2,83.7461763721017,0.0168645168288434,NA,NA
5101453,2,76.5968739426623,0.0154248149062141,172.80880800346,0.0183496702926264
5101462,2,42.812193788801,0.00862137226925935,80.4632454992917,0.00854397436476211
5101463,2,44.1214877782483,0.00888503338759899,103.899557514589,0.0110325546826543
5101465,2,66.7204730079632,0.0134359392704886,140.193589690874,0.0148864295615984
5101472,2,71.9867738894216,0.0144964488207574,169.518171998293,0.0180002547365243
5101474,2,79.4486821137281,0.0159991022226866,NA,NA
5101481,2,1804.35011137669,0.363353816695261,NA,NA
5101482,2,1627.89058167242,0.327819003797239,2451.31268715765,0.260292169786707
5101484,2,2376.16742607248,0.478504419916398,4465.88053615471,0.474208672297861
5101485,2,1267.79221400593,0.255303633608068,2306.95069798717,0.244963119522018
5101486,2,2309.22209919539,0.465023200347462,6295.60199705605,0.668497296371988
5101491,2,1795.62892317339,0.361597573824321,3122.25882092669,0.33153645693281
5101492,2,4462.18166145845,0.898578788703854,7758.88930795566,0.823876180172021
5101493,2,875.589753076998,0.176323251587269,NA,NA
5101494,2,3905.70348366679,0.786517128090799,10648.0683084789,1.13066310086486
5101495,2,1054.57487736853,0.212366660032752,1918.96765301768,0.203765213948959
5101496,2,936.44729176884,0.18857853331942,NA,NA
5101497,2,683.326527204281,0.137605944735056,NA,NA
5101501,2,1343.82978707785,0.270615818429475,2823.66585982508,0.299830420352754
5101502,2,878.653564850253,0.17694023145965,NA,NA
5101503,2,2891.40959729853,0.582262115419571,NA,NA
5101504,2,3968.55283784968,0.799173514772738,NA,NA
5101505,2,2105.00549874139,0.423898764053401,NA,NA
5101506,2,1815.24792040862,0.365548379978962,NA,NA
5101507,2,2793.10814394989,0.562466506997617,5868.90109499692,0.623188142534214
5101511,2,2057.9690682435,0.414426729531182,NA,NA
5101513,2,2278.46653720879,0.458829751103893,4282.25690208168,0.454710631763338
5101514,2,1071.19326139146,0.215713213023753,NA,NA
5101515,2,2369.18595331373,0.477098514955352,5579.08140940864,0.592413694539924
5101516,2,3431.42678995245,0.691008919487519,NA,NA
5101521,2,3439.76202654906,0.692687440751956,6259.19714633929,0.664631654247477
5101523,2,5041.36527790379,1.01521279242401,14345.9213647426,1.52331892180925
5101525,2,1496.79458180211,0.301419342442151,3524.72916419066,0.374272693509976
5101526,2,1708.46171719578,0.344044141825217,NA,NA
5101528,2,4867.45066592779,0.980190466301097,NA,NA
5101531,2,5642.38086057036,1.13624324237843,12729.6723825386,1.35169783213862
5101533,2,5789.55892550038,1.16588145465717,13061.7181261267,1.38695604604163
5101536,2,5711.78413989556,1.1502194359536,12886.2518531407,1.36832419333709
5103031,2,4813.91043702028,0.969408719234594,10933.1372436548,1.16093309133342
5103033,2,13644.6653100489,2.74771574910866,30989.1512171214,3.29057710687488
5103038,2,14721.2248194814,2.96450959869775,33212.2863827294,3.52664029008966
5103044,2,9321.81056335227,1.87719413507833,NA,NA
5103045,2,3919.81120355179,0.789358092176847,NA,NA
5109013,2,3576.62270685333,0.72024797361668,6219.06990441207,0.660370750722801
5109014,2,5993.21462923993,1.20689293950091,NA,NA
5109033,2,4292.10299661742,0.864328932415557,7810.16786070357,0.829321183507664
5109034,2,9088.55171429529,1.83022127069441,16538.0734235112,1.75609216973826
5109051,2,3533.2948136787,0.711522751579616,8024.66053858581,0.852097047566878
5109052,2,13246.5936247646,2.66755344288306,29885.3978834091,3.17337526981572
5109057,2,5983.15870184961,1.2048679114453,13498.4950447995,1.43333511978025
5109082,2,21323.4344092,4.2940398478,NA,NA
5109093,2,9128.50463339206,1.8382668520649,NA,NA
5109094,2,6667.91389701737,1.34276155641882,NA,NA
5109096,2,6320.3444738555,1.27276922196213,NA,NA
5109102,2,10036.861689453,2.02118867037543,NA,NA
5109103,2,2166.8387446911,0.436350530355753,4072.45839191414,0.432433217006901
5109105,2,1589.55096316923,0.32009830334895,NA,NA
5109113,2,3188.84685748496,0.642159007400063,NA,NA
5109114,2,9279.45191261078,1.8686640957473,19498.0583221807,2.07039760121054
5109115,2,1494.02030145307,0.300860667411707,2597.8185162063,0.275848863279649
5109117,2,1945.95019406655,0.391868754104204,NA,NA
5109121,2,2384.86256402184,0.480255416876838,NA,NA
5109122,2,7638.31526738606,1.53817764525135,NA,NA
5109124,2,5484.98299963021,1.10454700274529,9980.80380968916,1.05980974742629
5109125,2,3221.81505194671,0.648798028957852,6055.2303569623,0.642973479650043
5109142,2,2682.25509291458,0.540143301023329,4880.7921285672,0.518265980541115
5109144,2,2306.01237959867,0.464376838059658,NA,NA
5109151,2,1745.87308144362,0.351577913625667,3035.74282993961,0.322349772943756
5109152,2,1830.205459802,0.368560477793396,4309.86231447886,0.457641907209495
5109153,2,1851.2845683948,0.372805316149011,4359.50048775628,0.462912727164175
5109154,2,4072.93884960076,0.820194410628926,NA,NA
5109155,2,2881.15346250835,0.580196770286684,8198.73164003046,0.870580754247614
5109156,2,3991.03446887715,0.803700788270194,NA,NA
5109157,2,1824.05994033774,0.367322914230299,NA,NA
5109172,2,7459.77276683168,1.502223370851,NA,NA
5109176,2,11418.4728823819,2.29941277831009,NA,NA
5109178,2,3503.57478219952,0.705537833906391,7904.35106158638,0.839322008716001
5109192,2,8193.1855999155,1.64991552351807,NA,NA
5109196,2,12342.9664183578,2.48558410542058,NA,NA
5109202,2,12918.8663295116,2.60155684786828,NA,NA
5109203,2,2489.46939762145,0.50132078107704,3748.6966184243,0.398054634887547
5109205,2,4795.11035842987,0.965622824098763,8337.78929527687,0.88534656482705
5109206,2,3733.68658383706,0.751876956709907,NA,NA
5109211,2,23978.6009603671,4.82872815149737,NA,NA
5109221,2,1908.19889809434,0.384266528022799,NA,NA
5109222,2,1457.0308054466,0.293411849986062,NA,NA
5109225,2,2665.31687301174,0.536732340583381,NA,NA
5109226,2,1357.58402326064,0.273385599183905,2551.50710305603,0.27093129471407
5109227,2,2053.18435652452,0.413463200749314,4663.10012412745,0.495150396602069
5109234,2,11830.2861854757,2.38234232424552,NA,NA
5109235,2,11491.5209289382,2.31412294256868,NA,NA
5109241,2,2445.86581147796,0.492540040938558,4450.64402402586,0.472590786165758
5109242,2,8259.41082921564,1.6632517323148,12437.1986557618,1.32064156528733
5109247,2,8709.90356869473,1.75397041005431,NA,NA
5109252,2,4157.86455466806,0.837296456887674,NA,NA
5109253,2,1384.95538284678,0.278897549393043,NA,NA
5109254,2,3793.25182353411,0.763871999717263,6595.74693478135,0.700368129293595
5109255,2,2809.51953103959,0.565771375658477,6616.00165367764,0.702518872753437
5109256,2,3375.85268667531,0.67981759779898,7616.19957514627,0.808724698129839
5109261,2,9350.48610663401,1.88296871731242,14080.1632998794,1.49509945241884
5109281,2,1831.53044062311,0.368827297871919,NA,NA
5109282,2,4100.58989853474,0.825762683716527,11179.3845915983,1.18708081897185
5109283,2,1372.89982635943,0.276469842910557,NA,NA
5109284,2,2472.43174329657,0.497889796875334,5578.00808880041,0.592299724196011
5109285,2,941.372705047304,0.189570396097186,2216.79305109347,0.235389746995629
5109286,2,2696.1432963561,0.542940059643343,4059.91062492842,0.431100834764602
5109287,2,3162.05490081715,0.636763735356905,NA,NA
5109291,2,4832.13493711429,0.973078706353372,NA,NA
5109293,2,2995.68911757304,0.603261566388642,5208.93635170819,0.553109912240167
5109294,2,4869.85018929556,0.980673674060184,10232.5680336925,1.08654328349609
5109295,2,3184.72681101745,0.641329326619436,7499.55912938839,0.796339254661013
5109302,2,1600.19964210999,0.322242697672143,2409.61507416516,0.255864516710213
5109303,2,1991.87331308948,0.401116593792478,3463.4906698713,0.367770095679693
5109305,2,5681.34627356303,1.14408996316766,12817.5815389575,1.36103244913313
5109311,2,1042.93233277738,0.210022124464757,NA,NA
5109313,2,6640.51321980043,1.33724370232607,NA,NA
5109314,2,2137.64328830011,0.430471249808735,4017.58708149634,0.426606717383856
5109315,2,2174.06648804203,0.437806028441239,5119.60401811799,0.543624175449376
5109316,2,2214.13868488236,0.44587562955329,NA,NA
5109317,2,3284.90835322773,0.661503540866997,NA,NA
5109321,2,3102.16452509862,0.624703217576329,NA,NA
5109322,2,1264.82118510665,0.254705338031583,NA,NA
5109323,2,892.820201185734,0.179793059937768,NA,NA
5109324,2,1343.4958508168,0.270548571494293,NA,NA
5109325,2,2110.61453635983,0.425028292748413,NA,NA
5109326,2,3983.60870600136,0.802205413694173,NA,NA
5109327,2,953.648067228721,0.192042366293996,NA,NA
5109331,2,1863.73580954433,0.375312704247223,3502.79251581857,0.371943354689787
5109332,2,1910.27808876817,0.384685228286239,NA,NA
5109333,2,695.741477581066,0.14010602472233,NA,NA
5109334,2,6373.18195322729,1.28340945174528,NA,NA
5109335,2,1061.87936820596,0.213837613262982,NA,NA
5109336,2,2509.26266590055,0.505306681334833,5661.10166044704,0.60112299924066
5109337,2,1415.99808096369,0.285148821122505,2132.24039744194,0.226411539606794
5109341,2,2542.46161810982,0.511992172093783,5736.00121003624,0.609076193617191
5109342,2,1827.82521217042,0.368081151715735,3435.30045440314,0.364776723031069
5109343,2,953.283973320981,0.191969046315696,2244.84232063063,0.238368153327473
5109344,2,2864.64359466272,0.576872069910067,6506.04991188627,0.690843668038576
5109345,2,1892.52065185839,0.381109296744343,NA,NA
5109346,2,3078.53364271661,0.619944511795648,8760.40499400013,0.930221932128377
5109347,2,953.283973320981,0.191969046315696,NA,NA
5109351,2,910.738577977506,0.183401400999308,NA,NA
5109352,2,1399.13776565871,0.281753548842405,NA,NA
5109353,2,689.836629234005,0.138916926680667,NA,NA
5109354,2,4311.30361093774,0.868195486058442,7845.10644931352,0.83303113087024
5109355,2,4163.93987451916,0.838519883894231,NA,NA
5109356,2,4056.29366210119,0.816842460046032,NA,NA
5109357,2,4056.29366210119,0.816842460046032,NA,NA
5109363,2,13049.6580621541,2.62789523693602,22690.8853320489,2.40942732781626
5109372,2,1517.61511951021,0.305612110682742,NA,NA
5109373,2,4264.13081116537,0.858695989960973,NA,NA
5109374,2,964.471308770606,0.194221913433136,NA,NA
5109375,2,5635.75472923558,1.13490889485062,11841.892757783,1.25742912214062
5109377,2,1270.7751069238,0.255904318319792,NA,NA
5109381,2,951.051879198999,0.191519554882003,1432.11439630699,0.152068793814207
5109382,2,5955.96528215422,1.19939179415907,NA,NA
5109383,2,2615.67501051881,0.526735633131241,NA,NA
5109384,2,2430.90019112566,0.489526315808423,NA,NA
5109387,2,4020.29001848038,0.809592170181512,NA,NA
5109391,2,1002.77131046276,0.20193463598434,NA,NA
5109392,2,1568.03175934324,0.315764840129636,2361.17598370484,0.25072102113559
5109393,2,1231.93003054758,0.248081830504303,2241.69371955915,0.238033819723693
5109394,2,1743.47833819343,0.35109566847021,4961.3153901943,0.526816327706952
5109395,2,4430.15665948582,0.892129704004017,NA,NA
5109397,2,2850.68223298306,0.574060578935793,6431.37210856938,0.682914019747645
5109402,2,3752.72034381777,0.755709909800022,NA,NA
5109403,2,12402.8498049201,2.49764321574892,NA,NA
5402011,2,46.7432362782736,0.00941299207914829,87.8514311750586,0.00932848745050896
5402021,2,11.8852397261938,0.00239340867918126,20.6661822468058,0.0021944346171789
5402023,2,12.7274674815727,0.00256301360647008,23.9205994816814,0.00254000429007088
5402031,2,16.9936389658478,0.00342212054015997,NA,NA
5402032,2,9.3800144972084,0.00188891504299967,NA,NA
5402041,2,36.8450058909384,0.00741972050336573,77.41902005724,0.00822072386727037
5402042,2,16.2951975715021,0.00328147081548995,NA,NA
5402043,2,11.6100186745793,0.00233798561083746,NA,NA
5402051,2,9.3800144972084,0.00188891504299967,14.1246277861669,0.00149982090540803
5402053,2,102.915577598111,0.0207247848861989,280.57739274217,0.0297930568925659
5402062,2,32.5087826530123,0.00654650678857232,NA,NA
5402071,2,17.8680146463976,0.00359819930599933,26.9060411615841,0.00285701284499931
5402073,2,23.7883736945497,0.00479042083927539,44.7089855300556,0.00474741509459344
5402081,2,53.7447776746272,0.0108229383933777,80.9300433736349,0.00859354120794829
5402091,2,24.0976621417924,0.00485270428252557,NA,NA
5402101,2,22.6890255569296,0.00456903789415711,39.4519208669006,0.00418919468678888
5402103,2,35.8529572422318,0.00721994516010937,67.3837298478251,0.00715512849188939
5402111,2,48.8353516623987,0.00983429507627489,NA,NA
5402112,2,12.3426890232828,0.00248552824455489,NA,NA
5402113,2,23.9113403790466,0.00481518344707341,NA,NA
5701012,2,326.095067358323,0.0656679025778099,NA,NA
5701032,2,185.175446555111,0.0372899942421442,336.956341079407,0.0357796447603127
5701041,2,51.1602645673903,0.0103024780371018,NA,NA
5701042,2,197.736430466993,0.0398194819602167,343.826225049345,0.036509122078358
5701043,2,211.749937122857,0.0426414737103697,444.930655670368,0.0472448767453444
5701053,2,239.950254110044,0.0483203565085049,NA,NA
5701061,2,355.951907755199,0.0716803703601235,NA,NA
5701062,2,313.592128674715,0.0631501038080747,NA,NA
5701063,2,342.56248646373,0.0689840547731866,719.795027008422,0.0764312975505984
5701091,2,154.928660171973,0.0311990004789139,NA,NA
5701111,2,440.507649600773,0.0887079146983155,NA,NA
5701122,2,204.189284267252,0.0411189354543679,307.472620544147,0.0326489215230393
5701132,2,167.223915091115,0.0336749766067966,NA,NA
5701134,2,210.852043500317,0.0424606589822972,NA,NA
5701162,2,53.7071904006629,0.0108153691974838,NA,NA
5701163,2,105.140400747344,0.0211728121164181,NA,NA
5701171,2,495.780504981826,0.0998385721221274,NA,NA
5701191,2,297.601852678032,0.0599300370500926,541.534167959993,0.0575027022584329
5701192,2,146.386493643685,0.0294788083768767,266.373637538062,0.0282848338573874
5701202,2,430.113747111205,0.0866148263801835,NA,NA
5701203,2,62.7911039840191,0.0126446564573294,NA,NA
5701233,2,925.244249749872,0.186322503267091,2087.42664917395,0.22165300030087
5701241,2,680.039257508909,0.136943965675234,NA,NA
5701255,2,861.002753640489,0.173385771834327,NA,NA
5801022,2,6984.25550594014,1.40646534109834,14675.3733382426,1.55830171673055
5801023,2,12021.6302026444,2.42087452401191,20903.339469377,2.21961711158978
5801032,2,4755.31459189632,0.957608889570697,11198.0603288784,1.18906389857017
5801034,2,7459.23958282199,1.5021160000898,NA,NA
5801035,2,4752.66314446246,0.957074950210046,7156.6624900787,0.759928840466984
5801041,2,8740.12182961358,1.76005565945769,NA,NA
5801042,2,2179.4394867384,0.438888024430329,3789.63274333927,0.40240142949788
5801043,2,7198.38097899861,1.44958519206125,NA,NA
5801044,2,7580.92471714875,1.52662053372433,NA,NA
5801046,2,5341.66165986088,1.0756854445085,NA,NA
5801051,2,5911.10472426439,1.19035792937553,11109.6075325373,1.17967155527429
5801062,2,2412.20869273577,0.48576228617975,6864.28265236218,0.728882543207631
5801063,2,1050.98946250727,0.211644641525335,NA,NA
5801064,2,6114.42355645966,1.23130157618685,NA,NA
5801065,2,3319.75616052898,0.668521072390693,NA,NA
5801081,2,5405.09353996739,1.08845913825648,9398.43459041199,0.997970983038218
5801082,2,6085.9145109689,1.22556052270499,17318.3346562043,1.83894405979787
5801084,2,6525.27157181411,1.31403673579886,NA,NA
5801094,2,2645.12595995655,0.532666363988868,4599.37337517427,0.488383583928444
5801096,2,5258.88481977405,1.05901612928532,9144.20530036845,0.970975694401459
5801102,2,7198.19071677956,1.44954687771026,12516.2911836252,1.32903999026156
5801104,2,3876.79299781395,0.780695233930176,7286.22663608136,0.773686584579465
5801106,2,1831.20156812894,0.368761070660687,3441.64613619005,0.365450538040368
5801111,2,4279.22754895695,0.861736119069858,7440.76673585257,0.790096395575525
5801112,2,2812.04895737805,0.566280742830809,NA,NA
5801114,2,2932.30310069608,0.590497108420016,NA,NA
5801115,2,6334.01691183442,1.27552253047573,NA,NA
5801125,2,12244.3458691547,2.46572423857345,NA,NA
5801131,2,11593.0222145541,2.33456292220205,24359.3506813178,2.58659300245678
5801132,2,12075.7635336199,2.431775707932,NA,NA
5801143,2,6393.50223237654,1.28750147963867,9627.47331672266,1.0222914164733
5801146,2,23551.3566728118,4.7426911670088,NA,NA
5801154,2,2263.61272313909,0.455838541138223,4254.33994706678,0.451746275223784
5801155,2,2931.62140532078,0.590359830951038,4414.49863136554,0.468752694545445
5801156,2,1763.66418125881,0.35516062408762,NA,NA
5801161,2,19892.6966967229,4.00592281040211,NA,NA
5801164,2,6315.16753035755,1.27172670689428,NA,NA
5804011,2,3537.87601285471,0.712445297705862,8331.17310378412,0.884644025796272
5804014,2,1670.84024029923,0.336468058262563,NA,NA
5804015,2,4953.24380161951,0.997467192754178,NA,NA
5804017,2,3183.6428446763,0.641111041207563,5535.75230727717,0.587812802100621
5804021,2,2249.53186256217,0.453002985887212,3387.39351216031,0.359689733513346
5804023,2,2308.03423943279,0.464783993235872,3475.48765083669,0.369043992813556
5804025,2,3271.81445119246,0.658866735930997,6149.20157357817,0.652951795349459
5804031,2,1362.35962387503,0.274347293202881,2479.03122490175,0.263235457426234
5804033,2,2236.84112906785,0.450447369644693,NA,NA
5804034,2,6619.96939599502,1.33310665777904,NA,NA
5804035,2,2644.08689116261,0.53245711989056,NA,NA
5804044,2,9670.62627561972,1.94743744294664,NA,NA
5804052,2,3518.19150392855,0.708481299032326,NA,NA
5804054,2,5870.16955271726,1.1821145453865,NA,NA
5804056,2,6320.55258117776,1.2728111298986,14354.9552343826,1.52427818153261
5804061,2,3091.98079949824,0.622652453956928,NA,NA
5804062,2,1795.26334316579,0.361523954580344,3121.62314649043,0.331468957964131
5804063,2,3643.77170324361,0.733770207451359,6848.27548309744,0.727182824994655
5804064,2,2825.79710624308,0.569049297742134,NA,NA
5804065,2,2706.43044338851,0.545011649914856,5686.77321969845,0.603848928859661
5804073,2,6856.65886851606,1.38077036931144,NA,NA
5804075,2,2095.49973228123,0.421984525512812,NA,NA
5804077,2,7205.16015656361,1.45095035951227,13541.716021358,1.43792453092623
5804082,2,3158.62280989557,0.636072592696875,NA,NA
5804083,2,2252.70583357665,0.453642149248535,4733.40345307487,0.502615542167065
5804085,2,3130.2152995602,0.630351986015231,NA,NA
5804091,2,2368.5927990003,0.476979067580747,4976.90606851923,0.528471820908984
5804092,2,2238.78330313116,0.450838477974579,NA,NA
5804093,2,4153.14939085023,0.836346933422827,9369.84446950627,0.994935146507039
5804101,2,1283.22905774479,0.258412252082318,2411.76089257432,0.256092370028402
5804102,2,2513.71048817021,0.506202368478626,5919.41524622438,0.628551978040313
5804104,2,3946.96201563254,0.794825629288252,8964.16291432163,0.951857928005022
5804105,2,2674.04563855911,0.538490109353797,4026.63549604439,0.427567521555507
5804111,2,3469.59360968949,0.698694822314877,5224.58875950695,0.554771960174595
5804112,2,6412.24942875389,1.2912767255364,NA,NA
5804121,2,4122.7165287259,0.830218468367119,NA,NA
5804124,2,4417.1137314638,0.889503164039405,8301.73077152693,0.881517697365405
5804125,2,4732.7776847271,0.953070484754022,8612.04593511425,0.914468453778907
5804126,2,1399.71941093927,0.281870678567575,NA,NA
6101013,2,466.873544632549,0.0940173879152805,811.804724335868,0.0862013296987814
6101014,2,959.36580329188,0.193193784307776,1668.15554325656,0.177132777948228
6101017,2,1664.00134065273,0.33509086418427,4735.15229861626,0.502801242997064
6101023,2,2820.91848851742,0.568066858491771,NA,NA
6101031,2,839.298258735818,0.169014995335171,NA,NA
6101035,2,392.688802089053,0.0790783197301334,682.811498733744,0.0725042086600554
6101036,2,496.421356449722,0.0999676245855748,NA,NA
6101051,2,447.081332384332,0.0900317003173536,939.410859141502,0.0997511627660458
6101052,2,980.362570838552,0.197422041106854,2789.76102204495,0.296230241624724
6101055,2,434.11510091285,0.0874206052401778,NA,NA
6101056,2,1989.55579703614,0.400649900384186,NA,NA
6101061,2,1010.44716918922,0.203480374002193,NA,NA
6101062,2,3458.74374324586,0.696509913544638,7855.34349470491,0.834118149581108
6101064,2,649.286580873254,0.13075109747371,1128.9864672363,0.119881212525975
6101076,2,8043.2114976084,1.61971425485344,NA,NA
6101081,2,595.719122001009,0.119963866930606,1084.00621893873,0.115104993446191
6101082,2,531.707090691616,0.10707334432968,NA,NA
6101083,2,2227.09627026215,0.448484983510272,NA,NA
6101084,2,1293.09554056462,0.260399130442199,NA,NA
6101092,2,759.111479461688,0.152867257646101,NA,NA
6101093,2,1336.61702511071,0.269163337243506,NA,NA
6101094,2,822.439805641572,0.165620098060662,1496.56076344099,0.158912019007003
6101101,2,361.371697327043,0.0727717889347104,850.976731321509,0.0903608017835178
6101102,2,632.101928293641,0.127290511269284,NA,NA
6101105,2,1201.68251856145,0.241990690621639,2186.65353385846,0.232189388110968
6101112,2,348.979892073144,0.0702763698326421,655.889181216006,0.0696454675132846
6101113,2,707.831552120265,0.142540682331321,NA,NA
6101115,2,1079.20273886259,0.217326134036432,2028.30425716991,0.215375100391024
6101122,2,785.81541895851,0.158244805094232,1183.29777685557,0.125648248571119
6101132,2,1715.22819470303,0.345406751782307,NA,NA
6101133,2,1956.16753244652,0.3939262865495,NA,NA
6101143,2,3279.47517462034,0.660409426054503,NA,NA
6101151,2,1108.26350236112,0.223178290592242,NA,NA
6101152,2,699.424408099417,0.140847680597223,1216.16665869943,0.129138424515797
6101154,2,1849.54964801336,0.372455943852423,4200.61411719994,0.446041408234397
6101161,2,5291.2332156208,1.06553033793073,NA,NA
6101171,2,2540.2010336677,0.511536943377457,5769.19053457782,0.612600395708561
6101172,2,1745.88620315376,0.351580556030503,NA,NA
6101182,2,2150.29146602715,0.433018296317271,NA,NA
6101194,2,2328.3749110911,0.468880127702565,4236.85053984113,0.449889165855854
6101201,2,4370.59220883039,0.880134819891146,NA,NA
6101216,2,1446.61400156697,0.291314149864802,NA,NA
6105011,2,52.4886969299464,0.0105699931751634,118.418790261712,0.0125742766405204
6105014,2,57.9000259527528,0.0116597079934978,NA,NA
6105022,2,175.657427224778,0.0353732882607218,NA,NA
6105031,2,16.9722822845275,0.00341781980516362,NA,NA
6105032,2,29.6235060479523,0.00596547971402624,53.9047070956621,0.00572386103378593
6105033,2,25.8947675778594,0.00521459919143576,48.6678410137774,0.00516778540847812
6105041,2,55.6737215944862,0.0112113824825002,NA,NA
6105042,2,13.4892918796749,0.0027164271823369,31.7652810015691,0.00337299029989115
6105043,2,13.5336135441618,0.00272535252662129,NA,NA
6105044,2,14.5266817661564,0.00292533318803804,21.8745901699961,0.00232274918184563
6105061,2,73.100960951047,0.0147208199773314,NA,NA
6105071,2,16.1596367786787,0.00325417204949323,36.4574613264599,0.00387122857206054
6105072,2,12.7274674815727,0.00256301360647008,23.9205994816814,0.00254000429007088
6105073,2,21.2943880382712,0.00428819058957036,NA,NA
6105074,2,27.4293337097816,0.00552362483866992,74.7802336299253,0.00794052483416951
6105092,2,35.8549865670345,0.00722035381855527,53.9912107479256,0.00573304640758998
6105094,2,63.7376407050195,0.01283526676519,NA,NA
6105103,2,57.9564538471763,0.0116710712487095,87.2720760336941,0.00926696873540872
6105113,2,63.7577229093459,0.0128393108503948,NA,NA
6108011,2,903.202069357106,0.181883724826312,NA,NA
6108012,2,1474.45543421036,0.2969207617687,4195.77248403524,0.44552730034096
6108022,2,2674.92158172928,0.538666503775303,NA,NA
6108031,2,1642.17312968687,0.330695174170418,3704.87679809138,0.39340163562969
6108033,2,482.060308011679,0.0970756460672113,NA,NA
6108042,2,817.716594306785,0.164668954014541,NA,NA
6108043,2,984.650690492466,0.198285567887423,NA,NA
6111011,2,237.103899178644,0.0477471673466718,357.036156345375,0.0379118161115554
6111013,2,1273.72212415609,0.256497778509401,2393.89311557914,0.254195083538717
