"idencuesta","ola","muestra","segmento_disenno","m0_sexo","tramo_etario","tipo_atricion","pd_diseno","pd_nr","pd_atricion","pd_atricion_trm","ponderadorlong_total","ponderadorlong_total_rs","ponderadorlong_panel","ponderadorlong_panel_rs"
1101151,1,1,110115,"Hombre","18 a 29",1,588.639175257732,588.639175257732,588.639175257732,588.639175257732,1412.67563968513,0.343633777017208,5049.27088768365,0.547188459276474
1101152,1,1,110115,"Mujer","18 a 29",1,294.319587628866,294.319587628866,294.319587628866,294.319587628866,484.928005088885,0.117958884041672,1303.08426100641,0.141214976369514
1101153,1,1,110115,"Mujer","50 a 59",1,147.159793814433,147.159793814433,147.159793814433,147.159793814433,143.380631155289,0.0348773819345995,228.372453748407,0.0247486763707988
1101171,1,1,110117,"Hombre","50 a 59",1,441.479381443299,662.219072164949,662.219072164949,662.219072164949,939.805963148934,0.228608085046433,1991.05110676633,0.215769803539296
1101173,1,1,110117,"Mujer","18 a 29",1,294.319587628866,441.479381443299,441.479381443299,441.479381443299,727.392007633327,0.176938326062508,1954.62639150962,0.211822464554271
1107011,1,1,110701,"Mujer","50 a 59",1,441.479381443299,441.479381443299,441.479381443299,441.479381443299,430.141893465867,0.104632145803799,685.117361245222,0.0742460291123964
1107012,1,1,110701,"Hombre","50 a 59",1,441.479381443299,441.479381443299,441.479381443299,441.479381443299,626.537308765955,0.152405390030955,1327.36740451089,0.143846535692864
1107013,1,1,110701,"Hombre","40 a 49",2,294.319587628866,294.319587628866,294.319587628866,294.319587628866,508.193181861245,0.12361814533469,NA,NA
1107021,1,1,110702,"Hombre","18 a 29",1,735.798969072165,1103.69845360825,1103.69845360825,1103.69845360825,2648.76682440962,0.644313331907265,9467.38291440684,1.02597836114339
1107033,1,1,110703,"Hombre","18 a 29",2,147.159793814433,441.479381443299,441.479381443299,441.479381443299,1059.50672976385,0.257725332762906,NA,NA
1107072,1,1,110707,"Mujer","18 a 29",2,588.639175257732,882.958762886598,882.958762886598,882.958762886598,1454.78401526665,0.353876652125016,NA,NA
1107082,1,1,110708,"Mujer","40 a 49",2,441.479381443299,662.219072164948,662.219072164948,662.219072164948,785.011750259977,0.190954345899849,NA,NA
1107083,1,1,110708,"Mujer","18 a 29",2,294.319587628866,441.479381443299,441.479381443299,441.479381443299,727.392007633327,0.176938326062508,NA,NA
2101021,1,1,210102,"Mujer","18 a 29",2,320.429553264605,961.288659793815,961.288659793815,961.288659793815,1583.84223035879,0.385270102016383,NA,NA
2101032,1,1,210103,"Hombre","30 a 39",2,320.429553264605,480.644329896907,480.644329896907,480.644329896907,887.008158205259,0.215765003010236,NA,NA
