idencuesta,ola,s10,satis_demo,muestra,m0_sexo,tramo_etario,educ,ponderador01,ponderador02,ponderadorlong_total,ponderadorlong_panel
11201053,1,0,0,1,2,50 a 59,Media,0.867999970912933,0.624000012874603,0.0102979516103021,0.00741002953704777
11201062,1,0,0,1,2,40 a 49,Básica,0.867999970912933,0.624000012874603,0.0124975904854237,
11201063,1,0,0,1,2,60 o más,Básica,0.433999985456467,0.312000006437302,0.0070401749023537,0.0061669010300605
11201072,1,0,0,1,2,40 a 49,Técnica,0.867999970912933,0.624000012874603,0.0124975904854237,
11201074,1,1,0,1,1,40 a 49,Técnica,0.867999970912933,1.34099996089935,0.0177815730367408,
11201081,1,0,0,1,1,18 a 29,Media,1.30200004577637,2.01099991798401,0.0383375293568536,0.0621689416561615
11201082,1,0,0,1,2,30 a 39,Universitaria,0.867999970912933,0.624000012874603,0.0134468858438799,0.015054197914397
11201091,1,0,0,1,2,30 a 39,Media,0.578999996185303,0.416000008583069,0.00896459056258662,0.0100361319429313
11201092,1,0,0,1,2,60 o más,Básica,0.867999970912933,0.624000012874603,0.0140803498047074,0.012333802060121
11201093,1,1,0,1,2,60 o más,Básica,0.578999996185303,0.416000008583069,0.00938689986980494,
11201101,1,0,0,1,1,40 a 49,Básica,0.867999970912933,1.34099996089935,0.0177815730367408,
11201102,1,0,1,1,1,50 a 59,Universitaria,0.578999996185303,0.893999993801117,0.00976795107830212,0.0096811070271982
11201103,1,0,1,1,1,40 a 49,Universitaria,0.289000004529953,0.446999996900558,0.00668277290215096,
11201111,1,0,0,1,1,30 a 39,Media,0.651000022888184,1.00600004196167,0.0143491729282863,0.0221266275728588
11201112,1,1,1,1,2,60 o más,Básica,0.216999992728233,0.156000003218651,0.00529175793014947,
11201113,1,1,0,1,2,18 a 29,Técnica,0.433999985456467,0.312000006437302,0.00898170896982098,
11201114,1,0,0,1,1,30 a 39,Media,0.216999992728233,0.33500000834465,0.00719038477381757,
13101025,1,0,0,1,2,40 a 49,Universitaria,3.88499999046326,3.13899993896484,3.26722760381814,3.42179302095267
13101034,1,0,1,1,1,18 a 29,Técnica,1.41299998760223,1.87899994850159,4.88810706883514,7.9266569408484
13101035,1,0,0,1,1,50 a 59,Universitaria,1.41299998760223,1.87899994850159,2.80222228475541,
13101044,1,0,0,1,1,30 a 39,Universitaria,1.41299998760223,1.87899994850159,3.65909305056223,
13101045,1,0,0,1,1,50 a 59,Técnica,1.41299998760223,1.87899994850159,2.80222228475541,
13101051,1,1,0,1,1,30 a 39,Técnica,0.564999997615814,0.750999987125397,1.46363722022489,
13101052,1,0,0,1,1,30 a 39,Universitaria,1.12999999523163,1.50300002098084,2.92727444044978,
13101053,1,0,0,1,1,30 a 39,Técnica,1.12999999523163,1.50300002098084,2.92727444044978,4.51389858294198
13101054,1,0,0,1,1,40 a 49,Básica,0.564999997615814,0.750999987125397,1.36031039528158,
13101055,1,0,0,1,2,30 a 39,Técnica,1.69500005245209,1.37000000476837,3.08610580624098,
13101061,1,0,0,1,2,30 a 39,Técnica,1.27199995517731,1.02699995040894,2.31457935468073,
13101062,1,0,0,1,2,60 o más,Media,1.27199995517731,1.02699995040894,2.42361594669827,
13101063,1,0,0,1,1,30 a 39,Técnica,2.54299998283386,3.38100004196167,5.00171228343967,
13101066,1,0,0,1,1,30 a 39,Media,1.27199995517731,1.69099998474121,3.293183745506,
13101067,1,0,0,1,2,30 a 39,Técnica,1.27199995517731,1.02699995040894,2.31457935468073,
13101071,1,0,0,1,1,50 a 59,Técnica,0.564999997615814,0.750999987125397,1.12088891390217,
13101072,1,0,0,1,2,30 a 39,Universitaria,1.12999999523163,0.912999987602234,2.05740387082732,
13101074,1,0,0,1,1,30 a 39,Media,1.12999999523163,1.50300002098084,2.92727444044978,
13101075,1,0,0,1,1,30 a 39,Técnica,1.12999999523163,1.50300002098084,2.92727444044978,
13101077,1,0,0,1,1,30 a 39,Técnica,0.564999997615814,0.750999987125397,1.46363722022489,
13101081,1,0,0,1,1,30 a 39,Universitaria,1.41299998760223,1.87899994850159,3.65909305056222,
13101083,1,0,0,1,1,40 a 49,Media,0.705999970436096,0.939000010490417,1.70038799410198,
13101085,1,0,0,1,2,40 a 49,Técnica,0.705999970436096,0.570999979972839,1.19509971208445,
13101088,1,0,0,1,1,30 a 39,Universitaria,0.705999970436096,0.939000010490417,1.82954652528111,
13101092,1,0,0,1,1,30 a 39,Técnica,0.705999970436096,0.939000010490417,1.82954652528111,
13101093,1,0,0,1,1,50 a 59,Media,0.705999970436096,0.939000010490417,1.40111114237771,
13101094,1,0,0,1,1,30 a 39,Técnica,0.705999970436096,0.939000010490417,1.82954652528111,
13101097,1,0,0,1,1,18 a 29,Técnica,0.705999970436096,0.939000010490417,2.44405353441757,
13101102,1,1,1,1,2,40 a 49,Técnica,1.21099996566772,0.977999985218048,2.04874236357335,2.14566389963555
13101103,1,0,0,1,1,30 a 39,Universitaria,0.404000014066696,0.537000000476837,1.04545515730349,1.61210663676499
13101104,1,0,0,1,2,50 a 59,Media,0.806999981403351,0.65200001001358,1.12543559212,
13101105,1,0,0,1,2,30 a 39,Universitaria,0.806999981403351,0.65200001001358,1.46957419344808,
13101106,1,1,0,1,2,60 o más,Técnica,1.21099996566772,0.977999985218048,2.30820566352216,
13101107,1,0,0,1,2,60 o más,Técnica,0.404000014066696,0.32600000500679,0.769401887840721,0.673964121696625
13101108,1,0,0,1,1,40 a 49,Universitaria,0.806999981403351,1.07299995422363,1.94330056468797,2.80328192389948
13101111,1,0,0,1,1,30 a 39,Media,0.352999985218048,0.469999998807907,0.914773262640556,
13101112,1,1,0,1,2,50 a 59,Media,0.705999970436096,0.570999979972839,0.984756143105002,
13101113,1,0,1,1,2,50 a 59,Media,0.705999970436096,0.570999979972839,0.984756143105002,
13101114,1,0,0,1,1,30 a 39,Media,0.352999985218048,0.469999998807907,0.914773262640556,
13101115,1,0,0,1,1,30 a 39,Universitaria,0.352999985218048,0.469999998807907,0.914773262640556,
13101116,1,0,0,1,2,30 a 39,Universitaria,1.05999994277954,0.856000006198883,1.92881612890061,
13101117,1,0,0,1,2,30 a 39,Media,0.352999985218048,0.284999996423721,0.642938709633537,0.719789451180286
13101118,1,0,0,1,1,30 a 39,Técnica,0.705999970436096,0.939000010490417,1.82954652528111,
13101119,1,0,0,1,2,60 o más,Universitaria,0.352999985218048,0.284999996423721,0.673226651860631,
13101121,1,0,0,1,2,18 a 29,Técnica,1.12999999523163,0.912999987602234,2.74844347095643,
13101122,1,0,0,1,1,40 a 49,Media,0.564999997615814,0.750999987125397,1.36031039528158,1.96229734672964
13101124,1,0,0,1,2,30 a 39,Universitaria,1.12999999523163,0.912999987602234,2.05740387082732,
13101126,1,1,1,1,1,18 a 29,Técnica,1.12999999523163,1.50300002098084,3.91048565506811,
13101127,1,0,0,1,1,60 o más,Media,0.564999997615814,0.750999987125397,1.53258711996395,
13101133,1,0,0,1,1,18 a 29,Técnica,2.82599997520447,3.75699996948242,6.68168445872247,
13101134,1,0,0,1,2,18 a 29,Técnica,1.88399994373322,1.52199995517731,4.58073911826071,
13101135,1,0,0,1,2,30 a 39,Técnica,1.88399994373322,1.52199995517731,3.42900645137886,3.83887707296153
13101141,1,1,0,1,2,40 a 49,Básica,0.635999977588654,0.513999998569489,1.07558974087601,
13101143,1,1,0,1,2,50 a 59,Básica,1.90699994564056,1.54100000858307,2.65884158638351,
13101145,1,1,0,1,2,18 a 29,Universitaria,0.635999977588654,0.513999998569489,1.54599945241299,
13101148,1,0,0,1,2,18 a 29,Técnica,0.635999977588654,0.513999998569489,1.54599945241299,
13101149,1,1,0,1,2,60 o más,Básica,0.635999977588654,0.513999998569489,1.21180797334914,
13101151,1,0,0,1,2,50 a 59,Universitaria,5.65199995040894,4.56599998474121,2.69217908869749,1.93719365959281
13101157,1,0,0,1,1,30 a 39,Universitaria,5.65199995040894,7.51399993896484,5.00171228343967,7.71271107229454
13101161,1,0,0,1,2,18 a 29,Universitaria,5.65199995040894,4.56599998474121,4.69615123169323,
13102011,1,0,0,1,1,30 a 39,Media,0.941999971866608,0.760999977588654,2.43939536704148,
13102012,1,0,0,1,1,40 a 49,Media,1.41299998760223,1.87899994850159,3.40077598820395,
13102013,1,0,0,1,1,18 a 29,Universitaria,1.41299998760223,1.87899994850159,4.88810706883514,
13102014,1,1,0,1,2,40 a 49,Básica,1.88399994373322,1.52199995517731,3.18693256555854,3.33769939943308
13102016,1,0,0,1,1,50 a 59,Básica,0.470999985933304,0.625999987125397,0.934074094918471,
13102017,1,0,0,1,1,18 a 29,Universitaria,2.35500001907349,3.13100004196167,6.68168445872247,10.8351596528987
13102021,1,0,0,1,1,50 a 59,Técnica,1.41299998760223,1.87899994850159,2.80222228475541,
13102022,1,0,0,1,2,50 a 59,Media,2.11899995803833,1.71200001239777,2.69217908869749,
13102023,1,0,0,1,2,40 a 49,Universitaria,1.41299998760223,1.14199995994568,2.3901994241689,2.50327454957481
13102025,1,0,0,1,2,60 o más,Media,0.705999970436096,0.570999979972839,1.34645330372126,1.17943721296909
13102031,1,0,0,1,2,30 a 39,Media,1.12999999523163,0.912999987602234,2.05740387082732,
13102032,1,0,0,1,2,18 a 29,Técnica,1.69500005245209,1.37000000476837,4.12266520643465,
13102033,1,0,0,1,1,30 a 39,Media,1.12999999523163,1.50300002098084,2.92727444044978,
13102035,1,1,0,1,1,50 a 59,Media,1.69500005245209,2.25399994850159,3.3626667417065,3.33277023628574
13102038,1,0,0,1,2,50 a 59,Básica,1.69500005245209,1.37000000476837,2.36341474345201,1.70062685473813
13103011,1,0,0,1,1,30 a 39,Media,1.41299998760223,1.87899994850159,3.65909305056222,
13103014,1,0,0,1,2,18 a 29,Media,2.82599997520447,2.28299999237061,4.69615123169323,
13103015,1,0,0,1,1,30 a 39,Media,2.11899995803833,2.81800007820129,5.00171228343967,7.71271107229454
13103021,1,0,0,1,2,60 o más,Media,1.76600003242493,1.42700004577637,3.36613325930315,
13103024,1,0,0,1,2,40 a 49,Básica,3.53200006484985,2.85400009155273,3.26722760381814,
13103041,1,0,0,1,1,30 a 39,Técnica,0.883000016212463,1.17400002479553,2.28693315660139,3.52648326792342
13103043,1,0,0,1,2,40 a 49,Básica,0.883000016212463,0.712999999523163,1.49387464010556,1.56454659348426
13103044,1,0,0,1,1,30 a 39,Media,0.883000016212463,1.17400002479553,2.28693315660139,
13103045,1,0,0,1,2,60 o más,Técnica,0.44200000166893,0.35699999332428,0.841533314825789,0.737148258105684
13104011,1,,0,1,1,40 a 49,Media,1.76600003242493,2.34800004959106,4.25096998525494,
13104012,1,0,0,1,2,60 o más,Media,0.44200000166893,0.35699999332428,0.841533314825789,0.737148258105684
13104013,1,1,0,1,2,60 o más,Básica,0.44200000166893,0.35699999332428,0.841533314825789,0.737148258105684
13104014,1,0,1,1,2,50 a 59,Media,0.883000016212463,0.712999999523163,1.23094517888125,0.885743153509444
13104023,1,0,0,1,1,18 a 29,Media,0.58899998664856,0.782999992370606,2.03671127868131,
13104024,1,1,0,1,2,60 o más,Media,1.17700004577637,0.950999975204468,2.24408883953544,1.96572868828182
13104025,1,0,0,1,1,18 a 29,Técnica,4.12099981307983,5.47900009155273,6.68168445872247,
13104031,1,0,0,1,1,50 a 59,Media,0.352999985218048,0.469999998807907,0.700555571188853,0.694327132559528
13104032,1,0,0,1,2,50 a 59,Media,1.05999994277954,0.856000006198883,1.4771342146575,1.06289178421133
13104033,1,0,0,1,1,30 a 39,Media,1.76600003242493,2.34800004959106,4.57386631320278,7.05296653584684
13104034,1,0,0,1,2,60 o más,Media,0.705999970436096,0.570999979972839,1.34645330372126,
13104035,1,0,0,1,1,30 a 39,Técnica,1.05999994277954,1.40900003910065,2.74431978792167,
13104041,1,0,0,1,1,30 a 39,Universitaria,0.883000016212463,1.17400002479553,2.28693315660139,
13104042,1,0,0,1,2,40 a 49,Universitaria,1.32500004768372,1.07000005245209,2.24081196015835,
13104043,1,0,0,1,1,60 o más,Técnica,0.883000016212463,1.17400002479553,2.39466737494368,2.88922377945489
13104044,1,0,0,1,2,40 a 49,Media,1.32500004768372,1.07000005245209,2.24081196015835,
13105011,1,0,0,1,1,60 o más,Media,0.495000004768372,0.657000005245209,1.34101372996846,
13105013,1,1,0,1,2,18 a 29,Universitaria,1.97800004482269,1.59800004959106,4.69615123169323,5.52890303702136
13105015,1,1,0,1,2,50 a 59,Media,1.48399996757507,1.19900000095367,2.0679879005205,1.48804849789587
13105016,1,1,0,1,2,30 a 39,Universitaria,0.989000022411346,0.799000024795532,1.8002283869739,2.0154104633048
13105017,1,0,0,1,2,50 a 59,Media,0.989000022411346,0.799000024795532,1.378658600347,
13105022,1,0,0,1,2,60 o más,Media,1.69500005245209,1.37000000476837,3.23148792893103,
13105023,1,1,0,1,2,50 a 59,Media,2.26099991798401,1.82599997520447,2.69217908869749,1.93719365959281
13105025,1,0,1,1,1,50 a 59,Media,1.12999999523163,1.50300002098084,2.24177782780433,
13105026,1,0,0,1,1,30 a 39,Media,1.69500005245209,2.25399994850159,4.39091166067467,6.77084787441297
13105027,1,0,0,1,1,60 o más,Media,1.12999999523163,1.50300002098084,3.06517423992791,
13105031,1,1,0,1,2,50 a 59,Básica,1.48399996757507,1.19900000095367,2.0679879005205,1.48804849789587
13105032,1,,1,1,2,60 o más,Básica,0.989000022411346,0.799000024795532,1.88503462520977,
13105033,1,1,0,1,2,60 o más,Básica,0.989000022411346,0.799000024795532,1.88503462520977,1.65121209815673
13105036,1,1,0,1,2,50 a 59,Básica,0.989000022411346,0.799000024795532,1.378658600347,
13105037,1,1,0,1,1,40 a 49,Básica,1.48399996757507,1.97200000286102,3.57081478761415,5.15103053516529
13105042,1,1,0,1,2,50 a 59,Universitaria,2.47300004959106,1.99800002574921,2.69217908869749,1.93719365959281
13105043,1,1,0,1,2,18 a 29,Media,2.47300004959106,1.99800002574921,4.69615123169323,5.52890303702136
13105044,1,1,0,1,2,50 a 59,Básica,3.09100008010864,2.49699997901917,2.69217908869749,1.93719365959281
13105045,1,0,0,1,2,30 a 39,Media,1.23599994182587,0.999000012874603,2.25028548371738,2.519263079131
13106011,1,0,0,1,1,60 o más,Media,0.941999971866608,1.25199997425079,2.55431186660659,
13106012,1,0,0,1,2,60 o más,Media,1.88399994373322,1.52199995517731,3.5905421432567,3.14516590125092
13106014,1,0,0,1,2,18 a 29,Universitaria,1.88399994373322,1.52199995517731,4.58073911826072,5.39302530374913
13106015,1,0,1,1,1,60 o más,Media,0.941999971866608,1.25199997425079,2.55431186660659,3.08183869808522
13106017,1,0,0,1,1,30 a 39,Universitaria,1.88399994373322,2.50500011444092,4.87879073408297,
13106018,1,1,1,1,2,60 o más,Media,1.41299998760223,1.14199995994568,2.69290660744252,
13106022,1,1,0,1,2,50 a 59,Básica,1.12999999523163,0.912999987602234,1.575609828968,
13106023,1,0,0,1,1,60 o más,Básica,2.26099991798401,3.00600004196167,5.23733594461838,
13106024,1,0,0,1,2,50 a 59,Media,1.69500005245209,1.37000000476837,2.36341474345201,1.70062685473813
13106027,1,0,0,1,2,50 a 59,Media,1.69500005245209,1.37000000476837,2.36341474345201,1.70062685473813
13106028,1,0,0,1,2,60 o más,Básica,1.12999999523163,0.912999987602234,2.15432528595402,1.88709954075055
13106033,1,0,0,1,2,40 a 49,Media,5.65199995040894,4.56599998474121,3.26722760381814,3.42179302095267
13106036,1,0,0,1,1,18 a 29,Universitaria,4.23899984359741,5.63600015640259,6.68168445872247,
13106044,1,0,0,1,1,18 a 29,Universitaria,3.39100003242493,4.50799989700317,6.68168445872247,
13106046,1,0,0,1,2,50 a 59,Técnica,1.69500005245209,1.37000000476837,2.36341474345201,1.70062685473813
13106048,1,0,1,1,2,40 a 49,Técnica,1.69500005245209,1.37000000476837,2.86823930900268,
13106049,1,0,0,1,1,50 a 59,Técnica,4.23899984359741,5.63600015640259,3.83043268616412,3.79637740790968
13107012,1,0,0,1,2,30 a 39,Media,0.824000000953674,0.666000008583069,1.50019032247825,
13107013,1,0,0,1,2,30 a 39,Media,0.824000000953674,0.666000008583069,1.50019032247825,1.67950871942067
13107014,1,0,0,1,1,60 o más,Técnica,0.824000000953674,1.09599995613098,2.23502288328077,
13107015,1,0,0,1,2,30 a 39,Media,1.23599994182587,0.999000012874603,2.25028548371738,2.519263079131
13107016,1,0,1,1,2,60 o más,Media,0.412000000476837,0.333000004291534,0.785431093837402,0.688005040898638
13107017,1,0,0,1,1,60 o más,Media,0.412000000476837,0.547999978065491,1.11751144164038,1.34830443041228
13107022,1,0,0,1,1,40 a 49,Universitaria,1.41299998760223,1.87899994850159,3.40077598820395,
13107023,1,0,0,1,2,60 o más,Técnica,2.11899995803833,1.71200001239777,3.68100615930813,
13107024,1,1,0,1,1,18 a 29,Universitaria,2.82599997520447,3.75699996948242,6.68168445872247,
13107025,1,1,0,1,2,60 o más,Media,1.41299998760223,1.14199995994568,2.69290660744252,
13107031,1,1,0,1,1,18 a 29,Universitaria,1.76600003242493,2.34800004959106,6.11013383604392,
13107032,1,1,0,1,2,40 a 49,Media,0.352999985218048,0.284999996423721,0.597549856042226,
13107033,1,0,0,1,2,30 a 39,Universitaria,0.705999970436096,0.570999979972839,1.28587741926707,1.43957890236057
13107034,1,0,0,1,1,30 a 39,Universitaria,0.705999970436096,0.939000010490417,1.82954652528111,
13107035,1,1,0,1,2,50 a 59,Media,0.705999970436096,0.570999979972839,0.984756143105002,0.708594522807555
13107036,1,0,0,1,1,50 a 59,Media,0.705999970436096,0.939000010490417,1.40111114237771,
13107037,1,0,0,1,1,18 a 29,Técnica,0.705999970436096,0.939000010490417,2.44405353441757,
13108012,1,1,0,1,2,40 a 49,Media,1.64800000190735,1.33200001716614,2.78856599486372,2.92048697450395
13108013,1,0,0,1,1,50 a 59,Universitaria,1.64800000190735,2.19199991226196,3.26925933221465,3.2401932852778
13108014,1,0,0,1,2,50 a 59,Media,2.47300004959106,1.99800002574921,2.69217908869749,
13108021,1,0,0,1,2,50 a 59,Media,0.617999970912933,0.499000012874603,0.861661625216877,0.62002020745661
13108023,1,0,1,1,1,60 o más,Media,0.617999970912933,0.822000026702881,1.67626716246057,
13108024,1,0,0,1,1,40 a 49,Universitaria,1.23599994182587,1.64400005340576,2.97567898967846,
13108025,1,0,0,1,2,18 a 29,Técnica,1.23599994182587,0.999000012874603,3.00611004635859,
13108031,1,0,0,1,1,18 a 29,Media,0.495000004768372,0.657000005245209,1.7108374740923,2.77432992929694
13108033,1,0,0,1,2,18 a 29,Media,0.495000004768372,0.400000005960465,1.20244401854344,
13108035,1,0,0,1,1,40 a 49,Media,0.989000022411346,1.31500005722046,2.38054319174277,
13108036,1,1,0,1,2,18 a 29,Universitaria,2.47300004959106,1.99800002574921,4.69615123169323,
13108037,1,1,0,1,2,30 a 39,Media,0.989000022411346,0.799000024795532,1.8002283869739,2.0154104633048
13109011,1,0,0,1,2,30 a 39,Universitaria,0.705999970436096,0.570999979972839,1.28587741926707,1.43957890236057
13109013,1,0,0,1,1,50 a 59,Media,2.82599997520447,3.75699996948242,3.83043268616412,3.79637740790968
13109017,1,0,0,1,1,50 a 59,Universitaria,1.41299998760223,1.87899994850159,2.80222228475541,2.77730853023811
13109018,1,0,0,1,1,30 a 39,Técnica,2.11899995803833,2.81800007820129,5.00171228343967,
13109022,1,0,0,1,1,30 a 39,Universitaria,1.88399994373322,2.50500011444092,4.87879073408296,7.52316430490329
13109023,1,0,0,1,2,18 a 29,Media,1.88399994373322,1.52199995517731,4.58073911826071,
13109024,1,0,1,1,2,60 o más,Técnica,0.941999971866608,0.760999977588654,1.79527107162835,
13109032,1,0,0,1,2,60 o más,Media,1.88399994373322,1.52199995517731,3.5905421432567,
13109034,1,0,0,1,1,30 a 39,Universitaria,1.88399994373322,2.50500011444092,4.87879073408296,7.52316430490329
13109036,1,1,0,1,2,40 a 49,Media,1.88399994373322,1.52199995517731,3.18693256555854,
13110011,1,1,0,1,2,60 o más,Básica,1.47899997234344,1.19500005245209,2.8181267646886,2.46856208674431
13110012,1,0,0,1,1,40 a 49,Media,1.47899997234344,1.96599996089935,3.55891207165544,
13110014,1,0,0,1,2,60 o más,Media,0.986000001430511,0.796000003814697,1.87875117645907,1.64570805782954
13110015,1,1,0,1,2,50 a 59,Media,1.97099995613098,1.59300005435944,2.69217908869749,1.93719365959281
13110016,1,0,0,1,2,60 o más,Media,1.97800004482269,1.59800004959106,3.68100615930813,3.22440862483502
13110022,1,0,0,1,2,60 o más,Técnica,2.47300004959106,1.99800002574921,3.68100615930813,
13110023,1,0,0,1,2,50 a 59,Universitaria,1.64800000190735,1.33200001716614,2.29776433391167,1.6533872198843
13110027,1,0,0,1,1,30 a 39,Universitaria,3.29699993133545,4.38299989700317,5.00171228343967,
13110034,1,0,0,1,2,40 a 49,Técnica,9.89000034332275,7.99100017547607,3.26722760381814,
13110041,1,0,0,1,2,30 a 39,Universitaria,2.47300004959106,3.28699994087219,3.51540056187289,
13110047,1,0,0,1,2,30 a 39,Universitaria,2.47300004959106,1.99800002574921,3.51540056187289,
13110051,1,0,0,1,2,30 a 39,Técnica,1.23599994182587,0.999000012874603,2.25028548371738,
13110052,1,0,0,1,2,30 a 39,Universitaria,1.85399997234344,1.49800002574921,3.37542822557607,
13110053,1,0,0,1,2,50 a 59,Media,1.85399997234344,1.49800002574921,2.58498487565063,
13110057,1,0,0,1,1,30 a 39,Universitaria,1.23599994182587,1.64400005340576,3.20170641924195,4.93707657509279
13110061,1,0,0,1,2,50 a 59,Media,1.64800000190735,1.33200001716614,2.29776433391167,1.6533872198843
13110063,1,1,0,1,1,30 a 39,Técnica,0.824000000953674,1.09599995613098,2.1344709461613,
13110065,1,0,0,1,2,60 o más,Media,0.824000000953674,0.666000008583069,1.5708621876748,1.37601008179728
13110071,1,0,1,1,2,18 a 29,Universitaria,1.9539999961853,1.57799994945526,4.69615123169323,5.52890303702136
13110073,1,0,0,1,1,50 a 59,Técnica,0.976999998092651,1.29900002479553,1.93733886353461,1.92011453942388
13110074,1,0,0,1,2,60 o más,Técnica,0.976999998092651,0.788999974727631,1.86176259279977,1.63082676361159
13110075,1,0,0,1,2,40 a 49,Técnica,1.4650000333786,1.18400001525879,2.47872532876775,
13110076,1,0,0,1,2,18 a 29,Media,1.64800000190735,1.33200001716614,4.00814672847813,4.71889714078049
13110077,1,0,0,1,2,50 a 59,Técnica,1.23599994182587,0.999000012874603,1.72332325043375,
13110083,1,0,0,1,2,30 a 39,Universitaria,1.22300004959106,0.987999975681305,2.22546615852932,
13110084,1,1,0,1,2,40 a 49,Básica,1.83399999141693,1.48199999332428,3.10253597130748,
13110085,1,1,0,1,2,40 a 49,Media,0.611000001430512,0.493999987840653,1.03417865710249,
13110087,1,1,0,1,2,30 a 39,Técnica,0.617999970912933,0.499000012874603,1.12514274185869,
13110091,1,0,0,1,2,40 a 49,Media,1.92400002479553,1.55400002002716,3.25417976648317,
13110092,1,0,0,1,2,40 a 49,Universitaria,0.962000012397766,0.77700001001358,1.62708988324158,1.70406395943533
13110093,1,0,0,1,2,60 o más,Media,1.442999958992,1.16600000858307,2.74972940741608,
13110094,1,0,1,1,2,60 o más,Media,1.442999958992,1.16600000858307,2.74972940741608,2.40864884043046
13110095,1,0,0,1,2,30 a 39,Media,1.442999958992,1.16600000858307,2.62602122503532,
13110101,1,0,0,1,1,60 o más,Universitaria,0.617999970912933,0.822000026702881,1.67626716246057,2.02245664561842
13110103,1,0,0,1,2,50 a 59,Técnica,1.23599994182587,0.999000012874603,1.72332325043375,1.24004041491322
13110104,1,0,0,1,1,30 a 39,Universitaria,1.23599994182587,1.64400005340576,3.20170641924195,
13110106,1,0,0,1,2,40 a 49,Técnica,1.85399997234344,1.49800002574921,3.13713674422168,
13110111,1,0,0,1,2,40 a 49,Técnica,1.23599994182587,0.999000012874603,2.09142449614779,2.19036523087796
13110114,1,0,0,1,2,50 a 59,Media,1.23599994182587,0.999000012874603,1.72332325043375,
13110116,1,1,0,1,1,18 a 29,Universitaria,1.23599994182587,1.64400005340576,4.27709368523075,6.93582482324235
13110117,1,0,0,1,1,18 a 29,Universitaria,1.85399997234344,2.46600008010864,6.41564052784612,
13110123,1,0,1,1,1,30 a 39,Técnica,2.47300004959106,3.28699994087219,5.00171228343967,
13111011,1,0,0,1,2,18 a 29,Universitaria,0.495000004768372,0.400000005960465,1.20244401854344,
13111013,1,0,0,1,2,50 a 59,Básica,0.495000004768372,0.400000005960465,0.689329300173501,0.496016165965288
13111014,1,1,0,1,1,60 o más,Básica,0.989000022411346,1.31500005722046,2.68202745993692,
13111015,1,0,0,1,2,30 a 39,Básica,0.989000022411346,0.799000024795532,1.8002283869739,2.0154104633048
13111016,1,1,0,1,1,30 a 39,Media,0.989000022411346,1.31500005722046,2.56136513539356,
13111021,1,1,0,1,2,60 o más,Media,0.495000004768372,0.400000005960465,0.942517312604883,0.825606049078366
13111022,1,0,0,1,2,40 a 49,Básica,0.495000004768372,0.400000005960465,0.836569798459116,0.876146092351183
13111023,1,0,0,1,1,60 o más,Básica,0.989000022411346,1.31500005722046,2.68202745993692,
13111024,1,0,0,1,1,60 o más,Básica,1.48399996757507,1.97200000286102,4.02304118990538,4.85389594948422
13111026,1,1,0,1,2,30 a 39,Básica,0.989000022411346,0.799000024795532,1.8002283869739,
13111034,1,0,1,1,1,60 o más,Media,2.47300004959106,3.28699994087219,5.23733594461838,6.31897177475062
13111036,1,1,0,1,2,50 a 59,Media,2.47300004959106,1.99800002574921,2.69217908869749,1.93719365959281
13111037,1,0,0,1,2,18 a 29,Universitaria,1.64800000190735,1.33200001716614,4.00814672847813,
13112011,1,0,0,1,2,18 a 29,Media,2.47300004959106,1.99800002574921,4.69615123169323,5.52890303702136
13112012,1,0,1,1,2,50 a 59,Media,1.23599994182587,0.999000012874603,1.72332325043375,
13112014,1,0,0,1,1,60 o más,Básica,1.85399997234344,2.46600008010864,5.02880148738173,
13112015,1,0,0,1,2,18 a 29,Técnica,1.23599994182587,0.999000012874603,3.0061100463586,
13112021,1,0,1,1,2,30 a 39,Media,0.794000029563904,0.640999972820282,1.44513746660749,1.61787537191899
13112022,1,0,0,1,2,40 a 49,Básica,0.397000014781952,0.321000009775162,0.671558324451125,0.703328285144299
13112023,1,0,0,1,1,40 a 49,Universitaria,0.794000029563904,1.05599999427795,1.91098650713296,
13112024,1,0,0,1,2,40 a 49,Media,1.19099998474121,0.962000012397766,2.01467497335338,2.1099848554329
13112025,1,0,1,1,1,60 o más,Básica,0.397000014781952,0.527999997138977,1.07650184745175,
13112027,1,1,0,1,1,50 a 59,Técnica,0.412000000476837,0.547999978065491,0.817314833053662,
13112032,1,0,0,1,2,60 o más,Media,0.412000000476837,0.333000004291534,0.785431093837402,0.688005040898638
13112033,1,0,0,1,2,40 a 49,Media,0.824000000953674,0.666000008583069,1.39428299743186,1.46024348725197
13112034,1,0,0,1,2,50 a 59,Media,0.412000000476837,0.333000004291534,0.574441083477918,
13112035,1,0,0,1,2,30 a 39,Técnica,0.824000000953674,0.666000008583069,1.50019032247825,1.67950871942067
13112036,1,0,0,1,1,50 a 59,Básica,0.824000000953674,1.09599995613098,1.63462966610732,
13112037,1,0,0,1,2,18 a 29,Técnica,0.824000000953674,0.666000008583069,2.00407336423906,2.35944857039024
13112041,1,1,0,1,2,30 a 39,Técnica,0.824000000953674,0.666000008583069,1.50019032247825,1.67950871942067
13112042,1,0,0,1,2,30 a 39,Media,0.412000000476837,0.333000004291534,0.750095161239126,0.839754359710334
13112043,1,0,1,1,1,18 a 29,Técnica,1.64800000190735,2.19199991226196,5.70279158030766,
13112044,1,0,0,1,1,60 o más,Media,0.412000000476837,0.547999978065491,1.11751144164038,1.34830443041228
