idencuesta,ola,muestra,responde,estrato_disenno,segmento_disenno,sexo_imp,edad_imp_tramo,edu_imp,civil_imp,ola_num
6310012,2019,Original,Responde,Ciudades Pequennias,631001,Mujer,30 a 44,Técnica,En Pareja,3
6310012,2021,Original,Responde,Ciudades Pequennias,631001,Mujer,30 a 44,Técnica,Soltero,5
6310012,2022,Original,Responde,Ciudades Pequennias,631001,Mujer,30 a 44,Técnica,En Pareja,6
6310013,2016,Original,Responde,Ciudades Pequennias,631001,Mujer,18 a 29,Técnica,En Pareja,0
6310013,2017,Original,Responde,Ciudades Pequennias,631001,Mujer,18 a 29,Técnica,En Pareja,1
6310013,2018,Original,Responde,Ciudades Pequennias,631001,Mujer,18 a 29,Técnica,En Pareja,2
6310013,2019,Original,Responde,Ciudades Pequennias,631001,Mujer,18 a 29,Técnica,En Pareja,3
6310013,2021,Original,Responde,Ciudades Pequennias,631001,Mujer,18 a 29,Técnica,En Pareja,5
6310013,2022,Original,Responde,Ciudades Pequennias,631001,Mujer,18 a 29,Técnica,En Pareja,6
6310021,2016,Original,Responde,Ciudades Pequennias,631002,Mujer,60 0 más,Media,En Pareja,0
6310021,2017,Original,Responde,Ciudades Pequennias,631002,Mujer,60 0 más,Media,En Pareja,1
6310021,2018,Original,Responde,Ciudades Pequennias,631002,Mujer,60 0 más,Media,En Pareja,2
6310021,2019,Original,Responde,Ciudades Pequennias,631002,Mujer,60 0 más,Media,En Pareja,3
6310021,2021,Original,Responde,Ciudades Pequennias,631002,Mujer,60 0 más,Media,En Pareja,5
6310021,2022,Original,Responde,Ciudades Pequennias,631002,Mujer,60 0 más,Media,En Pareja,6
6310022,2016,Original,Responde,Ciudades Pequennias,631002,Hombre,45 a 59,Técnica,En Pareja,0
6310022,2017,Original,Responde,Ciudades Pequennias,631002,Hombre,45 a 59,Técnica,En Pareja,1
6310022,2018,Original,Responde,Ciudades Pequennias,631002,Hombre,45 a 59,Técnica,Soltero,2
6310022,2019,Original,Responde,Ciudades Pequennias,631002,Hombre,45 a 59,Técnica,En Pareja,3
6310022,2021,Original,No Responde,Ciudades Pequennias,631002,Hombre,45 a 59,Técnica,En Pareja,5
6310022,2022,Original,Responde,Ciudades Pequennias,631002,Hombre,45 a 59,Técnica,En Pareja,6
6310024,2016,Original,Responde,Ciudades Pequennias,631002,Hombre,60 0 más,Media,En Pareja,0
6310024,2017,Original,Responde,Ciudades Pequennias,631002,Hombre,60 0 más,Media,En Pareja,1
6310024,2018,Original,Responde,Ciudades Pequennias,631002,Hombre,60 0 más,Media,En Pareja,2
6310024,2019,Original,Responde,Ciudades Pequennias,631002,Hombre,60 0 más,Media,En Pareja,3
6310024,2021,Original,No Responde,Ciudades Pequennias,631002,Hombre,60 0 más,Media,En Pareja,5
6310024,2022,Original,No Responde,Ciudades Pequennias,631002,Hombre,60 0 más,Media,En Pareja,6
6310032,2016,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Básica,En Pareja,0
6310032,2017,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Básica,En Pareja,1
6310032,2018,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Básica,Soltero,2
6310032,2019,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Básica,Soltero,3
6310032,2021,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Básica,Soltero,5
6310032,2022,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Básica,En Pareja,6
6310033,2016,Original,Responde,Ciudades Pequennias,631003,Hombre,30 a 44,Media,En Pareja,0
6310033,2017,Original,Responde,Ciudades Pequennias,631003,Hombre,30 a 44,Media,En Pareja,1
6310033,2018,Original,Responde,Ciudades Pequennias,631003,Hombre,30 a 44,Media,En Pareja,2
6310033,2019,Original,Responde,Ciudades Pequennias,631003,Hombre,30 a 44,Media,En Pareja,3
6310033,2021,Original,No Responde,Ciudades Pequennias,631003,Hombre,30 a 44,Media,En Pareja,5
6310033,2022,Original,Responde,Ciudades Pequennias,631003,Hombre,30 a 44,Media,En Pareja,6
6310035,2016,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Media,Soltero,0
6310035,2017,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Media,Soltero,1
6310035,2018,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Media,Soltero,2
6310035,2019,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Media,Soltero,3
6310035,2021,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Media,Soltero,5
6310035,2022,Original,Responde,Ciudades Pequennias,631003,Mujer,45 a 59,Media,Soltero,6
6310041,2016,Original,Responde,Ciudades Pequennias,631004,Mujer,30 a 44,Básica,En Pareja,0
6310041,2017,Original,No Responde,Ciudades Pequennias,631004,Mujer,30 a 44,Básica,En Pareja,1
6310041,2018,Original,No Responde,Ciudades Pequennias,631004,Mujer,30 a 44,Básica,En Pareja,2
6310041,2019,Original,No Responde,Ciudades Pequennias,631004,Mujer,30 a 44,Básica,En Pareja,3
6310041,2021,Original,No Responde,Ciudades Pequennias,631004,Mujer,30 a 44,Básica,En Pareja,5
6310041,2022,Original,No Responde,Ciudades Pequennias,631004,Mujer,30 a 44,Básica,En Pareja,6
6310051,2016,Original,Responde,Ciudades Pequennias,631005,Mujer,18 a 29,Técnica,Soltero,0
6310051,2017,Original,Responde,Ciudades Pequennias,631005,Mujer,18 a 29,Técnica,Soltero,1
6310051,2018,Original,Responde,Ciudades Pequennias,631005,Mujer,18 a 29,Universitaria,En Pareja,2
6310051,2019,Original,Responde,Ciudades Pequennias,631005,Mujer,18 a 29,Universitaria,Soltero,3
6310051,2021,Original,Responde,Ciudades Pequennias,631005,Mujer,18 a 29,Técnica,Soltero,5
6310051,2022,Original,Responde,Ciudades Pequennias,631005,Mujer,18 a 29,Técnica,En Pareja,6
6310052,2016,Original,Responde,Ciudades Pequennias,631005,Mujer,60 0 más,Básica,Soltero,0
6310052,2017,Original,Responde,Ciudades Pequennias,631005,Mujer,60 0 más,Básica,Soltero,1
6310052,2018,Original,Responde,Ciudades Pequennias,631005,Mujer,60 0 más,Básica,Soltero,2
6310052,2019,Original,Responde,Ciudades Pequennias,631005,Mujer,60 0 más,Básica,Soltero,3
6310052,2021,Original,Responde,Ciudades Pequennias,631005,Mujer,60 0 más,Básica,Soltero,5
6310052,2022,Original,Responde,Ciudades Pequennias,631005,Mujer,60 0 más,Básica,Soltero,6
6310063,2016,Original,Responde,Ciudades Pequennias,631006,Mujer,60 0 más,Básica,Soltero,0
6310063,2017,Original,Responde,Ciudades Pequennias,631006,Mujer,60 0 más,Básica,Soltero,1
6310063,2018,Original,Responde,Ciudades Pequennias,631006,Mujer,60 0 más,Básica,Soltero,2
6310063,2019,Original,Responde,Ciudades Pequennias,631006,Mujer,60 0 más,Básica,Soltero,3
6310063,2021,Original,Responde,Ciudades Pequennias,631006,Mujer,60 0 más,Básica,Soltero,5
6310063,2022,Original,Responde,Ciudades Pequennias,631006,Mujer,60 0 más,Básica,Soltero,6
6310064,2016,Original,Responde,Ciudades Pequennias,631006,Mujer,45 a 59,Técnica,Soltero,0
6310064,2017,Original,Responde,Ciudades Pequennias,631006,Mujer,45 a 59,Técnica,Soltero,1
6310064,2018,Original,Responde,Ciudades Pequennias,631006,Mujer,45 a 59,Técnica,Soltero,2
6310064,2019,Original,Responde,Ciudades Pequennias,631006,Mujer,45 a 59,Técnica,Soltero,3
6310064,2021,Original,Responde,Ciudades Pequennias,631006,Mujer,45 a 59,Técnica,Soltero,5
6310064,2022,Original,Responde,Ciudades Pequennias,631006,Mujer,45 a 59,Técnica,Soltero,6
6310081,2016,Original,Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Técnica,Soltero,0
6310081,2017,Original,Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Técnica,Soltero,1
6310081,2018,Original,Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Media,Soltero,2
6310081,2019,Original,Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Técnica,Soltero,3
6310081,2021,Original,Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Media,Soltero,5
6310081,2022,Original,Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Media,Soltero,6
6310082,2016,Original,Responde,Ciudades Pequennias,631008,Mujer,30 a 44,Media,En Pareja,0
6310082,2017,Original,Responde,Ciudades Pequennias,631008,Mujer,30 a 44,Media,En Pareja,1
6310082,2018,Original,Responde,Ciudades Pequennias,631008,Mujer,30 a 44,Media,En Pareja,2
6310082,2019,Original,Responde,Ciudades Pequennias,631008,Mujer,30 a 44,Media,En Pareja,3
6310082,2021,Original,Responde,Ciudades Pequennias,631008,Mujer,30 a 44,Media,En Pareja,5
6310082,2022,Original,Responde,Ciudades Pequennias,631008,Mujer,30 a 44,Media,En Pareja,6
6310083,2016,Original,Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Técnica,Soltero,0
6310083,2017,Original,No Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Técnica,Soltero,1
6310083,2018,Original,No Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Técnica,Soltero,2
6310083,2019,Original,No Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Técnica,Soltero,3
6310083,2021,Original,No Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Técnica,Soltero,5
6310083,2022,Original,No Responde,Ciudades Pequennias,631008,Mujer,18 a 29,Técnica,Soltero,6
6310091,2016,Original,Responde,Ciudades Pequennias,631009,Hombre,30 a 44,Técnica,En Pareja,0
6310091,2017,Original,Responde,Ciudades Pequennias,631009,Hombre,30 a 44,Técnica,En Pareja,1
6310091,2018,Original,Responde,Ciudades Pequennias,631009,Hombre,30 a 44,Media,En Pareja,2
6310091,2019,Original,Responde,Ciudades Pequennias,631009,Hombre,30 a 44,Técnica,En Pareja,3
6310091,2021,Original,Responde,Ciudades Pequennias,631009,Hombre,30 a 44,Técnica,En Pareja,5
6310091,2022,Original,Responde,Ciudades Pequennias,631009,Hombre,30 a 44,Técnica,En Pareja,6
6310093,2016,Original,Responde,Ciudades Pequennias,631009,Mujer,30 a 44,Técnica,Soltero,0
6310093,2017,Original,Responde,Ciudades Pequennias,631009,Mujer,30 a 44,Media,Soltero,1
6310093,2018,Original,Responde,Ciudades Pequennias,631009,Mujer,30 a 44,Media,En Pareja,2
6310093,2019,Original,Responde,Ciudades Pequennias,631009,Mujer,30 a 44,Técnica,En Pareja,3
6310093,2021,Original,Responde,Ciudades Pequennias,631009,Mujer,30 a 44,Media,Soltero,5
6310093,2022,Original,Responde,Ciudades Pequennias,631009,Mujer,30 a 44,Media,En Pareja,6
6310101,2016,Original,Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Técnica,En Pareja,0
6310101,2017,Original,Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Técnica,En Pareja,1
6310101,2018,Original,Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Técnica,En Pareja,2
6310101,2019,Original,No Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Técnica,En Pareja,3
6310101,2021,Original,Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Media,En Pareja,5
6310101,2022,Original,No Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Media,En Pareja,6
6310103,2016,Original,Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Técnica,En Pareja,0
6310103,2017,Original,Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Técnica,En Pareja,1
6310103,2018,Original,Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Técnica,En Pareja,2
6310103,2019,Original,Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Media,Soltero,3
6310103,2021,Original,Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Técnica,En Pareja,5
6310103,2022,Original,Responde,Ciudades Pequennias,631010,Mujer,45 a 59,Técnica,En Pareja,6
6310111,2016,Original,Responde,Ciudades Pequennias,631011,Mujer,30 a 44,Básica,En Pareja,0
6310111,2017,Original,Responde,Ciudades Pequennias,631011,Mujer,30 a 44,Básica,En Pareja,1
6310111,2018,Original,Responde,Ciudades Pequennias,631011,Mujer,30 a 44,Básica,En Pareja,2
6310111,2019,Original,Responde,Ciudades Pequennias,631011,Mujer,30 a 44,Básica,En Pareja,3
6310111,2021,Original,Responde,Ciudades Pequennias,631011,Mujer,30 a 44,Básica,En Pareja,5
6310111,2022,Original,Responde,Ciudades Pequennias,631011,Mujer,30 a 44,Básica,En Pareja,6
6310112,2016,Original,Responde,Ciudades Pequennias,631011,Mujer,45 a 59,Básica,Soltero,0
6310112,2017,Original,Responde,Ciudades Pequennias,631011,Mujer,45 a 59,Básica,Soltero,1
6310112,2018,Original,Responde,Ciudades Pequennias,631011,Mujer,45 a 59,Básica,En Pareja,2
6310112,2019,Original,Responde,Ciudades Pequennias,631011,Mujer,45 a 59,Básica,En Pareja,3
6310112,2021,Original,Responde,Ciudades Pequennias,631011,Mujer,45 a 59,Básica,Soltero,5
6310112,2022,Original,Responde,Ciudades Pequennias,631011,Mujer,45 a 59,Básica,En Pareja,6
6310113,2016,Original,Responde,Ciudades Pequennias,631011,Mujer,60 0 más,Básica,Soltero,0
6310113,2017,Original,Responde,Ciudades Pequennias,631011,Mujer,60 0 más,Básica,Soltero,1
6310113,2018,Original,Responde,Ciudades Pequennias,631011,Mujer,60 0 más,Básica,Soltero,2
6310113,2019,Original,Responde,Ciudades Pequennias,631011,Mujer,60 0 más,Básica,Soltero,3
6310113,2021,Original,No Responde,Ciudades Pequennias,631011,Mujer,60 0 más,Básica,Soltero,5
6310113,2022,Original,Responde,Ciudades Pequennias,631011,Mujer,60 0 más,Básica,Soltero,6
7101032,2016,Original,Responde,Ciudades Grandes,710103,Mujer,45 a 59,Técnica,Soltero,0
7101032,2017,Original,Responde,Ciudades Grandes,710103,Mujer,45 a 59,Técnica,Soltero,1
7101032,2018,Original,Responde,Ciudades Grandes,710103,Mujer,45 a 59,Técnica,Soltero,2
7101032,2019,Original,Responde,Ciudades Grandes,710103,Mujer,45 a 59,Técnica,Soltero,3
7101032,2021,Original,Responde,Ciudades Grandes,710103,Mujer,45 a 59,Técnica,Soltero,5
7101032,2022,Original,Responde,Ciudades Grandes,710103,Mujer,45 a 59,Técnica,Soltero,6
7101034,2016,Original,Responde,Ciudades Grandes,710103,Hombre,30 a 44,Técnica,Soltero,0
7101034,2017,Original,Responde,Ciudades Grandes,710103,Hombre,30 a 44,Técnica,Soltero,1
7101034,2018,Original,Responde,Ciudades Grandes,710103,Hombre,30 a 44,Universitaria,Soltero,2
7101034,2019,Original,No Responde,Ciudades Grandes,710103,Hombre,30 a 44,Universitaria,Soltero,3
7101034,2021,Original,No Responde,Ciudades Grandes,710103,Hombre,30 a 44,Universitaria,Soltero,5
7101034,2022,Original,No Responde,Ciudades Grandes,710103,Hombre,30 a 44,Universitaria,Soltero,6
7101042,2016,Original,Responde,Ciudades Grandes,710104,Hombre,60 0 más,Básica,Soltero,0
7101042,2017,Original,Responde,Ciudades Grandes,710104,Hombre,60 0 más,Básica,Soltero,1
7101042,2018,Original,Responde,Ciudades Grandes,710104,Hombre,60 0 más,Básica,Soltero,2
7101042,2019,Original,Responde,Ciudades Grandes,710104,Hombre,60 0 más,Básica,Soltero,3
7101042,2021,Original,Responde,Ciudades Grandes,710104,Hombre,60 0 más,Básica,Soltero,5
7101042,2022,Original,Responde,Ciudades Grandes,710104,Hombre,60 0 más,Básica,Soltero,6
7101044,2016,Original,Responde,Ciudades Grandes,710104,Hombre,30 a 44,Media,En Pareja,0
7101044,2017,Original,Responde,Ciudades Grandes,710104,Hombre,30 a 44,Media,En Pareja,1
7101044,2018,Original,Responde,Ciudades Grandes,710104,Hombre,30 a 44,Media,En Pareja,2
7101044,2019,Original,Responde,Ciudades Grandes,710104,Hombre,30 a 44,Media,En Pareja,3
7101044,2021,Original,Responde,Ciudades Grandes,710104,Hombre,30 a 44,Media,Soltero,5
7101044,2022,Original,Responde,Ciudades Grandes,710104,Hombre,30 a 44,Media,En Pareja,6
7101051,2016,Original,Responde,Ciudades Grandes,710105,Mujer,45 a 59,Básica,En Pareja,0
7101051,2017,Original,Responde,Ciudades Grandes,710105,Mujer,45 a 59,Básica,En Pareja,1
7101051,2018,Original,Responde,Ciudades Grandes,710105,Mujer,45 a 59,Básica,En Pareja,2
7101051,2019,Original,Responde,Ciudades Grandes,710105,Mujer,45 a 59,Básica,En Pareja,3
7101051,2021,Original,No Responde,Ciudades Grandes,710105,Mujer,45 a 59,Básica,En Pareja,5
7101051,2022,Original,No Responde,Ciudades Grandes,710105,Mujer,45 a 59,Básica,En Pareja,6
7101052,2016,Original,Responde,Ciudades Grandes,710105,Mujer,30 a 44,Media,Soltero,0
7101052,2017,Original,No Responde,Ciudades Grandes,710105,Mujer,30 a 44,Media,Soltero,1
7101052,2018,Original,No Responde,Ciudades Grandes,710105,Mujer,30 a 44,Media,Soltero,2
7101052,2019,Original,No Responde,Ciudades Grandes,710105,Mujer,30 a 44,Media,Soltero,3
7101052,2021,Original,No Responde,Ciudades Grandes,710105,Mujer,30 a 44,Media,Soltero,5
7101052,2022,Original,No Responde,Ciudades Grandes,710105,Mujer,30 a 44,Media,Soltero,6
7101053,2016,Original,Responde,Ciudades Grandes,710105,Mujer,18 a 29,Técnica,Soltero,0
7101053,2017,Original,Responde,Ciudades Grandes,710105,Mujer,18 a 29,Universitaria,Soltero,1
7101053,2018,Original,No Responde,Ciudades Grandes,710105,Mujer,18 a 29,Universitaria,Soltero,2
7101053,2019,Original,No Responde,Ciudades Grandes,710105,Mujer,18 a 29,Universitaria,Soltero,3
7101053,2021,Original,No Responde,Ciudades Grandes,710105,Mujer,18 a 29,Universitaria,Soltero,5
7101053,2022,Original,No Responde,Ciudades Grandes,710105,Mujer,18 a 29,Universitaria,Soltero,6
7101071,2016,Original,Responde,Ciudades Grandes,710107,Mujer,60 0 más,Básica,En Pareja,0
7101071,2017,Original,Responde,Ciudades Grandes,710107,Mujer,60 0 más,Básica,En Pareja,1
7101071,2018,Original,Responde,Ciudades Grandes,710107,Mujer,60 0 más,Básica,En Pareja,2
7101071,2019,Original,Responde,Ciudades Grandes,710107,Mujer,60 0 más,Básica,En Pareja,3
7101071,2021,Original,Responde,Ciudades Grandes,710107,Mujer,60 0 más,Básica,En Pareja,5
7101071,2022,Original,Responde,Ciudades Grandes,710107,Mujer,60 0 más,Básica,En Pareja,6
7101072,2016,Original,Responde,Ciudades Grandes,710107,Hombre,60 0 más,Básica,En Pareja,0
7101072,2017,Original,Responde,Ciudades Grandes,710107,Hombre,60 0 más,Básica,En Pareja,1
7101072,2018,Original,Responde,Ciudades Grandes,710107,Hombre,60 0 más,Básica,En Pareja,2
7101072,2019,Original,Responde,Ciudades Grandes,710107,Hombre,60 0 más,Básica,En Pareja,3
7101072,2021,Original,No Responde,Ciudades Grandes,710107,Hombre,60 0 más,Básica,En Pareja,5
7101072,2022,Original,No Responde,Ciudades Grandes,710107,Hombre,60 0 más,Básica,En Pareja,6
7101073,2016,Original,Responde,Ciudades Grandes,710107,Mujer,18 a 29,Universitaria,Soltero,0
7101073,2017,Original,Responde,Ciudades Grandes,710107,Mujer,18 a 29,Universitaria,Soltero,1
7101073,2018,Original,No Responde,Ciudades Grandes,710107,Mujer,18 a 29,Universitaria,Soltero,2
7101073,2019,Original,Responde,Ciudades Grandes,710107,Mujer,18 a 29,Universitaria,En Pareja,3
7101073,2021,Original,No Responde,Ciudades Grandes,710107,Mujer,18 a 29,Universitaria,En Pareja,5
7101073,2022,Original,Responde,Ciudades Grandes,710107,Mujer,18 a 29,Universitaria,En Pareja,6
7101091,2016,Original,Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,Soltero,0
7101091,2017,Original,Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,Soltero,1
7101091,2018,Original,Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,En Pareja,2
7101091,2019,Original,Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,En Pareja,3
7101091,2021,Original,Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,En Pareja,5
7101091,2022,Original,Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,En Pareja,6
7101092,2016,Original,Responde,Ciudades Grandes,710109,Mujer,60 0 más,Media,Soltero,0
7101092,2017,Original,Responde,Ciudades Grandes,710109,Mujer,60 0 más,Media,Soltero,1
7101092,2018,Original,Responde,Ciudades Grandes,710109,Mujer,60 0 más,Técnica,Soltero,2
7101092,2019,Original,Responde,Ciudades Grandes,710109,Mujer,60 0 más,Media,Soltero,3
7101092,2021,Original,Responde,Ciudades Grandes,710109,Mujer,60 0 más,Media,Soltero,5
7101092,2022,Original,Responde,Ciudades Grandes,710109,Mujer,60 0 más,Media,Soltero,6
7101093,2016,Original,Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,Soltero,0
7101093,2017,Original,Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,Soltero,1
7101093,2018,Original,Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,Soltero,2
7101093,2019,Original,Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,Soltero,3
7101093,2021,Original,No Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,Soltero,5
7101093,2022,Original,No Responde,Ciudades Grandes,710109,Mujer,45 a 59,Media,Soltero,6
7101111,2016,Original,Responde,Ciudades Grandes,710111,Mujer,45 a 59,Básica,Soltero,0
7101111,2017,Original,Responde,Ciudades Grandes,710111,Mujer,45 a 59,Básica,Soltero,1
7101111,2018,Original,No Responde,Ciudades Grandes,710111,Mujer,45 a 59,Básica,Soltero,2
7101111,2019,Original,No Responde,Ciudades Grandes,710111,Mujer,45 a 59,Básica,Soltero,3
7101111,2021,Original,No Responde,Ciudades Grandes,710111,Mujer,45 a 59,Básica,Soltero,5
7101111,2022,Original,Responde,Ciudades Grandes,710111,Mujer,45 a 59,Básica,Soltero,6
7101112,2016,Original,Responde,Ciudades Grandes,710111,Hombre,18 a 29,Universitaria,Soltero,0
7101112,2017,Original,Responde,Ciudades Grandes,710111,Hombre,18 a 29,Universitaria,Soltero,1
7101112,2018,Original,Responde,Ciudades Grandes,710111,Hombre,18 a 29,Universitaria,Soltero,2
7101112,2019,Original,Responde,Ciudades Grandes,710111,Hombre,18 a 29,Universitaria,Soltero,3
7101112,2021,Original,No Responde,Ciudades Grandes,710111,Hombre,18 a 29,Universitaria,Soltero,5
7101112,2022,Original,No Responde,Ciudades Grandes,710111,Hombre,18 a 29,Universitaria,Soltero,6
7101113,2016,Original,Responde,Ciudades Grandes,710111,Mujer,60 0 más,Básica,En Pareja,0
7101113,2017,Original,Responde,Ciudades Grandes,710111,Mujer,60 0 más,Básica,En Pareja,1
7101113,2018,Original,Responde,Ciudades Grandes,710111,Mujer,60 0 más,Básica,En Pareja,2
7101113,2019,Original,Responde,Ciudades Grandes,710111,Mujer,60 0 más,Básica,En Pareja,3
7101113,2021,Original,Responde,Ciudades Grandes,710111,Mujer,60 0 más,Básica,En Pareja,5
7101113,2022,Original,Responde,Ciudades Grandes,710111,Mujer,60 0 más,Básica,En Pareja,6
7101121,2016,Original,Responde,Ciudades Grandes,710112,Mujer,30 a 44,Universitaria,En Pareja,0
7101121,2017,Original,Responde,Ciudades Grandes,710112,Mujer,30 a 44,Universitaria,En Pareja,1
7101121,2018,Original,Responde,Ciudades Grandes,710112,Mujer,30 a 44,Universitaria,Soltero,2
7101121,2019,Original,Responde,Ciudades Grandes,710112,Mujer,30 a 44,Universitaria,En Pareja,3
7101121,2021,Original,Responde,Ciudades Grandes,710112,Mujer,30 a 44,Universitaria,Soltero,5
7101121,2022,Original,Responde,Ciudades Grandes,710112,Mujer,30 a 44,Universitaria,Soltero,6
7101122,2016,Original,Responde,Ciudades Grandes,710112,Hombre,30 a 44,Universitaria,En Pareja,0
7101122,2017,Original,Responde,Ciudades Grandes,710112,Hombre,30 a 44,Universitaria,En Pareja,1
7101122,2018,Original,Responde,Ciudades Grandes,710112,Hombre,30 a 44,Técnica,En Pareja,2
7101122,2019,Original,Responde,Ciudades Grandes,710112,Hombre,30 a 44,Técnica,En Pareja,3
7101122,2021,Original,Responde,Ciudades Grandes,710112,Hombre,30 a 44,Técnica,Soltero,5
7101122,2022,Original,Responde,Ciudades Grandes,710112,Hombre,30 a 44,Técnica,Soltero,6
7101123,2016,Original,Responde,Ciudades Grandes,710112,Hombre,18 a 29,Universitaria,Soltero,0
7101123,2017,Original,Responde,Ciudades Grandes,710112,Hombre,18 a 29,Universitaria,Soltero,1
7101123,2018,Original,No Responde,Ciudades Grandes,710112,Hombre,18 a 29,Universitaria,Soltero,2
7101123,2019,Original,No Responde,Ciudades Grandes,710112,Hombre,18 a 29,Universitaria,Soltero,3
7101123,2021,Original,No Responde,Ciudades Grandes,710112,Hombre,18 a 29,Universitaria,Soltero,5
7101123,2022,Original,No Responde,Ciudades Grandes,710112,Hombre,18 a 29,Universitaria,Soltero,6
7101142,2016,Original,Responde,Ciudades Grandes,710114,Mujer,30 a 44,Básica,En Pareja,0
7101142,2017,Original,Responde,Ciudades Grandes,710114,Mujer,30 a 44,Básica,En Pareja,1
7101142,2018,Original,Responde,Ciudades Grandes,710114,Mujer,30 a 44,Básica,En Pareja,2
7101142,2019,Original,Responde,Ciudades Grandes,710114,Mujer,30 a 44,Media,En Pareja,3
7101142,2021,Original,Responde,Ciudades Grandes,710114,Mujer,30 a 44,Básica,En Pareja,5
7101142,2022,Original,Responde,Ciudades Grandes,710114,Mujer,30 a 44,Básica,En Pareja,6
7101144,2016,Original,Responde,Ciudades Grandes,710114,Hombre,18 a 29,Media,En Pareja,0
7101144,2017,Original,Responde,Ciudades Grandes,710114,Hombre,18 a 29,Media,En Pareja,1
7101144,2018,Original,Responde,Ciudades Grandes,710114,Hombre,18 a 29,Media,En Pareja,2
7101144,2019,Original,Responde,Ciudades Grandes,710114,Hombre,18 a 29,Universitaria,En Pareja,3
7101144,2021,Original,No Responde,Ciudades Grandes,710114,Hombre,18 a 29,Universitaria,En Pareja,5
7101144,2022,Original,No Responde,Ciudades Grandes,710114,Hombre,18 a 29,Universitaria,En Pareja,6
7101162,2016,Original,Responde,Ciudades Grandes,710116,Mujer,60 0 más,Básica,En Pareja,0
7101162,2017,Original,Responde,Ciudades Grandes,710116,Mujer,60 0 más,Básica,En Pareja,1
7101162,2018,Original,Responde,Ciudades Grandes,710116,Mujer,60 0 más,Básica,En Pareja,2
7101162,2019,Original,Responde,Ciudades Grandes,710116,Mujer,60 0 más,Básica,En Pareja,3
7101162,2021,Original,No Responde,Ciudades Grandes,710116,Mujer,60 0 más,Básica,En Pareja,5
7101162,2022,Original,Responde,Ciudades Grandes,710116,Mujer,60 0 más,Básica,En Pareja,6
7101163,2016,Original,Responde,Ciudades Grandes,710116,Hombre,60 0 más,Básica,En Pareja,0
7101163,2017,Original,Responde,Ciudades Grandes,710116,Hombre,60 0 más,Básica,En Pareja,1
7101163,2018,Original,Responde,Ciudades Grandes,710116,Hombre,60 0 más,Básica,En Pareja,2
7101163,2019,Original,Responde,Ciudades Grandes,710116,Hombre,60 0 más,Básica,En Pareja,3
7101163,2021,Original,Responde,Ciudades Grandes,710116,Hombre,60 0 más,Básica,En Pareja,5
7101163,2022,Original,No Responde,Ciudades Grandes,710116,Hombre,60 0 más,Básica,En Pareja,6
7101172,2016,Original,Responde,Ciudades Grandes,710117,Mujer,60 0 más,Media,Soltero,0
7101172,2017,Original,Responde,Ciudades Grandes,710117,Mujer,60 0 más,Media,Soltero,1
7101172,2018,Original,Responde,Ciudades Grandes,710117,Mujer,60 0 más,Media,Soltero,2
