idencuesta,ola,muestra,responde,estrato_disenno,segmento_disenno,sexo_imp,edad_imp_tramo,edu_imp,civil_imp,ola_num
8310021,2019,Original,Responde,Ciudades Pequennias,831002,Hombre,60 0 más,Básica,Soltero,3
8310021,2021,Original,Responde,Ciudades Pequennias,831002,Hombre,60 0 más,Básica,Soltero,5
8310021,2022,Original,Responde,Ciudades Pequennias,831002,Hombre,60 0 más,Básica,Soltero,6
8310022,2016,Original,Responde,Ciudades Pequennias,831002,Hombre,60 0 más,Básica,En Pareja,0
8310022,2017,Original,Responde,Ciudades Pequennias,831002,Hombre,60 0 más,Básica,En Pareja,1
8310022,2018,Original,Responde,Ciudades Pequennias,831002,Hombre,60 0 más,Básica,En Pareja,2
8310022,2019,Original,Responde,Ciudades Pequennias,831002,Hombre,60 0 más,Básica,En Pareja,3
8310022,2021,Original,Responde,Ciudades Pequennias,831002,Hombre,60 0 más,Básica,En Pareja,5
8310022,2022,Original,Responde,Ciudades Pequennias,831002,Hombre,60 0 más,Básica,En Pareja,6
8310023,2016,Original,Responde,Ciudades Pequennias,831002,Mujer,60 0 más,Universitaria,Soltero,0
8310023,2017,Original,Responde,Ciudades Pequennias,831002,Mujer,60 0 más,Universitaria,Soltero,1
8310023,2018,Original,Responde,Ciudades Pequennias,831002,Mujer,60 0 más,Universitaria,Soltero,2
8310023,2019,Original,Responde,Ciudades Pequennias,831002,Mujer,60 0 más,Universitaria,Soltero,3
8310023,2021,Original,Responde,Ciudades Pequennias,831002,Mujer,60 0 más,Universitaria,Soltero,5
8310023,2022,Original,Responde,Ciudades Pequennias,831002,Mujer,60 0 más,Universitaria,Soltero,6
8404013,2016,Original,Responde,Ciudades Pequennias,840401,Mujer,18 a 29,Universitaria,Soltero,0
8404013,2017,Original,Responde,Ciudades Pequennias,840401,Mujer,18 a 29,Universitaria,Soltero,1
8404013,2018,Original,Responde,Ciudades Pequennias,840401,Mujer,18 a 29,Universitaria,Soltero,2
8404013,2019,Original,Responde,Ciudades Pequennias,840401,Mujer,18 a 29,Universitaria,Soltero,3
8404013,2021,Original,Responde,Ciudades Pequennias,840401,Mujer,18 a 29,Universitaria,En Pareja,5
8404013,2022,Original,Responde,Ciudades Pequennias,840401,Mujer,18 a 29,Universitaria,Soltero,6
8404015,2016,Original,Responde,Ciudades Pequennias,840401,Mujer,60 0 más,Media,Soltero,0
8404015,2017,Original,Responde,Ciudades Pequennias,840401,Mujer,60 0 más,Media,Soltero,1
8404015,2018,Original,Responde,Ciudades Pequennias,840401,Mujer,60 0 más,Media,Soltero,2
8404015,2019,Original,Responde,Ciudades Pequennias,840401,Mujer,60 0 más,Media,Soltero,3
8404015,2021,Original,Responde,Ciudades Pequennias,840401,Mujer,60 0 más,Media,Soltero,5
8404015,2022,Original,No Responde,Ciudades Pequennias,840401,Mujer,60 0 más,Media,Soltero,6
8404021,2016,Original,Responde,Ciudades Pequennias,840402,Mujer,45 a 59,Básica,En Pareja,0
8404021,2017,Original,Responde,Ciudades Pequennias,840402,Mujer,45 a 59,Básica,En Pareja,1
8404021,2018,Original,Responde,Ciudades Pequennias,840402,Mujer,45 a 59,Básica,En Pareja,2
8404021,2019,Original,Responde,Ciudades Pequennias,840402,Mujer,45 a 59,Básica,En Pareja,3
8404021,2021,Original,Responde,Ciudades Pequennias,840402,Mujer,45 a 59,Básica,En Pareja,5
8404021,2022,Original,Responde,Ciudades Pequennias,840402,Mujer,45 a 59,Básica,En Pareja,6
8404022,2016,Original,Responde,Ciudades Pequennias,840402,Hombre,18 a 29,Universitaria,Soltero,0
8404022,2017,Original,Responde,Ciudades Pequennias,840402,Hombre,18 a 29,Universitaria,Soltero,1
8404022,2018,Original,No Responde,Ciudades Pequennias,840402,Hombre,18 a 29,Universitaria,Soltero,2
8404022,2019,Original,Responde,Ciudades Pequennias,840402,Hombre,18 a 29,Universitaria,Soltero,3
8404022,2021,Original,No Responde,Ciudades Pequennias,840402,Hombre,18 a 29,Universitaria,Soltero,5
8404022,2022,Original,No Responde,Ciudades Pequennias,840402,Hombre,18 a 29,Universitaria,Soltero,6
8404023,2016,Original,Responde,Ciudades Pequennias,840402,Hombre,45 a 59,Básica,Soltero,0
8404023,2017,Original,Responde,Ciudades Pequennias,840402,Hombre,45 a 59,Básica,Soltero,1
8404023,2018,Original,Responde,Ciudades Pequennias,840402,Hombre,45 a 59,Básica,En Pareja,2
8404023,2019,Original,Responde,Ciudades Pequennias,840402,Hombre,45 a 59,Básica,En Pareja,3
8404023,2021,Original,Responde,Ciudades Pequennias,840402,Hombre,45 a 59,Básica,En Pareja,5
8404023,2022,Original,Responde,Ciudades Pequennias,840402,Hombre,45 a 59,Básica,En Pareja,6
8404033,2016,Original,Responde,Ciudades Pequennias,840403,Mujer,60 0 más,Técnica,En Pareja,0
8404033,2017,Original,Responde,Ciudades Pequennias,840403,Mujer,60 0 más,Universitaria,En Pareja,1
8404033,2018,Original,Responde,Ciudades Pequennias,840403,Mujer,60 0 más,Técnica,En Pareja,2
8404033,2019,Original,Responde,Ciudades Pequennias,840403,Mujer,60 0 más,Técnica,En Pareja,3
8404033,2021,Original,Responde,Ciudades Pequennias,840403,Mujer,60 0 más,Media,En Pareja,5
8404033,2022,Original,Responde,Ciudades Pequennias,840403,Mujer,60 0 más,Técnica,En Pareja,6
8404041,2016,Original,Responde,Ciudades Pequennias,840404,Hombre,18 a 29,Técnica,Soltero,0
8404041,2017,Original,Responde,Ciudades Pequennias,840404,Hombre,18 a 29,Universitaria,Soltero,1
8404041,2018,Original,Responde,Ciudades Pequennias,840404,Hombre,18 a 29,Universitaria,Soltero,2
8404041,2019,Original,Responde,Ciudades Pequennias,840404,Hombre,18 a 29,Universitaria,Soltero,3
8404041,2021,Original,Responde,Ciudades Pequennias,840404,Hombre,18 a 29,Universitaria,Soltero,5
8404041,2022,Original,Responde,Ciudades Pequennias,840404,Hombre,18 a 29,Universitaria,Soltero,6
8404042,2016,Original,Responde,Ciudades Pequennias,840404,Hombre,30 a 44,Media,Soltero,0
8404042,2017,Original,Responde,Ciudades Pequennias,840404,Hombre,30 a 44,Media,Soltero,1
8404042,2018,Original,Responde,Ciudades Pequennias,840404,Hombre,30 a 44,Media,En Pareja,2
8404042,2019,Original,Responde,Ciudades Pequennias,840404,Hombre,30 a 44,Media,Soltero,3
8404042,2021,Original,Responde,Ciudades Pequennias,840404,Hombre,30 a 44,Media,Soltero,5
8404042,2022,Original,Responde,Ciudades Pequennias,840404,Hombre,30 a 44,Media,Soltero,6
8404043,2016,Original,Responde,Ciudades Pequennias,840404,Mujer,30 a 44,Media,Soltero,0
8404043,2017,Original,Responde,Ciudades Pequennias,840404,Mujer,30 a 44,Media,Soltero,1
8404043,2018,Original,Responde,Ciudades Pequennias,840404,Mujer,30 a 44,Media,Soltero,2
8404043,2019,Original,Responde,Ciudades Pequennias,840404,Mujer,30 a 44,Media,Soltero,3
8404043,2021,Original,Responde,Ciudades Pequennias,840404,Mujer,30 a 44,Media,Soltero,5
8404043,2022,Original,Responde,Ciudades Pequennias,840404,Mujer,30 a 44,Media,Soltero,6
8404051,2016,Original,Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Básica,Soltero,0
8404051,2017,Original,No Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Básica,Soltero,1
8404051,2018,Original,No Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Básica,Soltero,2
8404051,2019,Original,No Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Básica,Soltero,3
8404051,2021,Original,No Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Básica,Soltero,5
8404051,2022,Original,Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Básica,Soltero,6
8404052,2016,Original,Responde,Ciudades Pequennias,840405,Hombre,18 a 29,Básica,En Pareja,0
8404052,2017,Original,No Responde,Ciudades Pequennias,840405,Hombre,18 a 29,Básica,En Pareja,1
8404052,2018,Original,No Responde,Ciudades Pequennias,840405,Hombre,18 a 29,Básica,En Pareja,2
8404052,2019,Original,No Responde,Ciudades Pequennias,840405,Hombre,18 a 29,Básica,En Pareja,3
8404052,2021,Original,No Responde,Ciudades Pequennias,840405,Hombre,18 a 29,Básica,En Pareja,5
8404052,2022,Original,No Responde,Ciudades Pequennias,840405,Hombre,18 a 29,Básica,En Pareja,6
8404053,2016,Original,Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Media,Soltero,0
8404053,2017,Original,No Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Media,Soltero,1
8404053,2018,Original,No Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Media,Soltero,2
8404053,2019,Original,Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Media,Soltero,3
8404053,2021,Original,No Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Media,Soltero,5
8404053,2022,Original,Responde,Ciudades Pequennias,840405,Mujer,60 0 más,Media,Soltero,6
8404062,2016,Original,Responde,Ciudades Pequennias,840406,Mujer,45 a 59,Media,En Pareja,0
8404062,2017,Original,Responde,Ciudades Pequennias,840406,Mujer,45 a 59,Media,En Pareja,1
8404062,2018,Original,Responde,Ciudades Pequennias,840406,Mujer,45 a 59,Media,En Pareja,2
8404062,2019,Original,Responde,Ciudades Pequennias,840406,Mujer,45 a 59,Media,En Pareja,3
8404062,2021,Original,Responde,Ciudades Pequennias,840406,Mujer,45 a 59,Media,En Pareja,5
8404062,2022,Original,Responde,Ciudades Pequennias,840406,Mujer,45 a 59,Media,En Pareja,6
8404063,2016,Original,Responde,Ciudades Pequennias,840406,Hombre,30 a 44,Media,En Pareja,0
8404063,2017,Original,Responde,Ciudades Pequennias,840406,Hombre,30 a 44,Media,En Pareja,1
8404063,2018,Original,Responde,Ciudades Pequennias,840406,Hombre,30 a 44,Media,En Pareja,2
8404063,2019,Original,Responde,Ciudades Pequennias,840406,Hombre,30 a 44,Media,En Pareja,3
8404063,2021,Original,Responde,Ciudades Pequennias,840406,Hombre,30 a 44,Media,En Pareja,5
8404063,2022,Original,Responde,Ciudades Pequennias,840406,Hombre,30 a 44,Media,En Pareja,6
8404071,2016,Original,Responde,Ciudades Pequennias,840407,Mujer,30 a 44,Media,Soltero,0
8404071,2017,Original,Responde,Ciudades Pequennias,840407,Mujer,30 a 44,Básica,Soltero,1
8404071,2018,Original,Responde,Ciudades Pequennias,840407,Mujer,30 a 44,Básica,En Pareja,2
8404071,2019,Original,Responde,Ciudades Pequennias,840407,Mujer,30 a 44,Básica,Soltero,3
8404071,2021,Original,Responde,Ciudades Pequennias,840407,Mujer,30 a 44,Básica,Soltero,5
8404071,2022,Original,Responde,Ciudades Pequennias,840407,Mujer,30 a 44,Básica,Soltero,6
8404072,2016,Original,Responde,Ciudades Pequennias,840407,Mujer,45 a 59,Media,En Pareja,0
8404072,2017,Original,Responde,Ciudades Pequennias,840407,Mujer,45 a 59,Media,En Pareja,1
8404072,2018,Original,Responde,Ciudades Pequennias,840407,Mujer,45 a 59,Media,En Pareja,2
8404072,2019,Original,Responde,Ciudades Pequennias,840407,Mujer,45 a 59,Media,En Pareja,3
8404072,2021,Original,Responde,Ciudades Pequennias,840407,Mujer,45 a 59,Media,En Pareja,5
8404072,2022,Original,Responde,Ciudades Pequennias,840407,Mujer,45 a 59,Media,En Pareja,6
8404073,2016,Original,Responde,Ciudades Pequennias,840407,Mujer,60 0 más,Media,En Pareja,0
8404073,2017,Original,Responde,Ciudades Pequennias,840407,Mujer,60 0 más,Media,En Pareja,1
8404073,2018,Original,Responde,Ciudades Pequennias,840407,Mujer,60 0 más,Media,En Pareja,2
8404073,2019,Original,Responde,Ciudades Pequennias,840407,Mujer,60 0 más,Media,En Pareja,3
8404073,2021,Original,Responde,Ciudades Pequennias,840407,Mujer,60 0 más,Media,En Pareja,5
8404073,2022,Original,Responde,Ciudades Pequennias,840407,Mujer,60 0 más,Media,En Pareja,6
8404081,2016,Original,Responde,Ciudades Pequennias,840408,Mujer,30 a 44,Universitaria,Soltero,0
8404081,2017,Original,Responde,Ciudades Pequennias,840408,Mujer,30 a 44,Técnica,Soltero,1
8404081,2018,Original,No Responde,Ciudades Pequennias,840408,Mujer,30 a 44,Técnica,Soltero,2
8404081,2019,Original,Responde,Ciudades Pequennias,840408,Mujer,30 a 44,Técnica,Soltero,3
8404081,2021,Original,Responde,Ciudades Pequennias,840408,Mujer,30 a 44,Técnica,Soltero,5
8404081,2022,Original,Responde,Ciudades Pequennias,840408,Mujer,30 a 44,Técnica,Soltero,6
8404082,2016,Original,Responde,Ciudades Pequennias,840408,Hombre,45 a 59,Media,En Pareja,0
8404082,2017,Original,Responde,Ciudades Pequennias,840408,Hombre,45 a 59,Media,En Pareja,1
8404082,2018,Original,Responde,Ciudades Pequennias,840408,Hombre,45 a 59,Media,En Pareja,2
8404082,2019,Original,Responde,Ciudades Pequennias,840408,Hombre,45 a 59,Media,En Pareja,3
8404082,2021,Original,Responde,Ciudades Pequennias,840408,Hombre,45 a 59,Media,Soltero,5
8404082,2022,Original,Responde,Ciudades Pequennias,840408,Hombre,45 a 59,Media,En Pareja,6
8404091,2016,Original,Responde,Ciudades Pequennias,840409,Mujer,60 0 más,Media,Soltero,0
8404091,2017,Original,Responde,Ciudades Pequennias,840409,Mujer,60 0 más,Básica,Soltero,1
8404091,2018,Original,Responde,Ciudades Pequennias,840409,Mujer,60 0 más,Básica,Soltero,2
8404091,2019,Original,Responde,Ciudades Pequennias,840409,Mujer,60 0 más,Básica,Soltero,3
8404091,2021,Original,Responde,Ciudades Pequennias,840409,Mujer,60 0 más,Básica,Soltero,5
8404091,2022,Original,Responde,Ciudades Pequennias,840409,Mujer,60 0 más,Básica,Soltero,6
8404092,2016,Original,Responde,Ciudades Pequennias,840409,Mujer,45 a 59,Básica,Soltero,0
8404092,2017,Original,Responde,Ciudades Pequennias,840409,Mujer,45 a 59,Básica,Soltero,1
8404092,2018,Original,Responde,Ciudades Pequennias,840409,Mujer,45 a 59,Básica,Soltero,2
8404092,2019,Original,Responde,Ciudades Pequennias,840409,Mujer,45 a 59,Básica,Soltero,3
8404092,2021,Original,Responde,Ciudades Pequennias,840409,Mujer,45 a 59,Básica,Soltero,5
8404092,2022,Original,Responde,Ciudades Pequennias,840409,Mujer,45 a 59,Media,Soltero,6
8404101,2016,Original,Responde,Ciudades Pequennias,840410,Mujer,60 0 más,Básica,Soltero,0
8404101,2017,Original,Responde,Ciudades Pequennias,840410,Mujer,60 0 más,Básica,Soltero,1
8404101,2018,Original,Responde,Ciudades Pequennias,840410,Mujer,60 0 más,Básica,Soltero,2
8404101,2019,Original,No Responde,Ciudades Pequennias,840410,Mujer,60 0 más,Básica,Soltero,3
8404101,2021,Original,No Responde,Ciudades Pequennias,840410,Mujer,60 0 más,Básica,Soltero,5
8404101,2022,Original,Responde,Ciudades Pequennias,840410,Mujer,60 0 más,Técnica,Soltero,6
8404103,2016,Original,Responde,Ciudades Pequennias,840410,Mujer,30 a 44,Media,En Pareja,0
8404103,2017,Original,Responde,Ciudades Pequennias,840410,Mujer,30 a 44,Media,En Pareja,1
8404103,2018,Original,Responde,Ciudades Pequennias,840410,Mujer,30 a 44,Media,En Pareja,2
8404103,2019,Original,Responde,Ciudades Pequennias,840410,Mujer,30 a 44,Media,En Pareja,3
8404103,2021,Original,Responde,Ciudades Pequennias,840410,Mujer,30 a 44,Media,En Pareja,5
8404103,2022,Original,Responde,Ciudades Pequennias,840410,Mujer,30 a 44,Media,En Pareja,6
8413011,2016,Original,Responde,Ciudades Pequennias,841301,Mujer,60 0 más,Básica,Soltero,0
8413011,2017,Original,Responde,Ciudades Pequennias,841301,Mujer,60 0 más,Básica,Soltero,1
8413011,2018,Original,Responde,Ciudades Pequennias,841301,Mujer,60 0 más,Básica,Soltero,2
8413011,2019,Original,Responde,Ciudades Pequennias,841301,Mujer,60 0 más,Básica,Soltero,3
8413011,2021,Original,No Responde,Ciudades Pequennias,841301,Mujer,60 0 más,Básica,Soltero,5
8413011,2022,Original,Responde,Ciudades Pequennias,841301,Mujer,60 0 más,Básica,Soltero,6
8413012,2016,Original,Responde,Ciudades Pequennias,841301,Hombre,45 a 59,Básica,En Pareja,0
8413012,2017,Original,Responde,Ciudades Pequennias,841301,Hombre,45 a 59,Básica,En Pareja,1
8413012,2018,Original,Responde,Ciudades Pequennias,841301,Hombre,45 a 59,Básica,Soltero,2
8413012,2019,Original,Responde,Ciudades Pequennias,841301,Hombre,45 a 59,Básica,Soltero,3
8413012,2021,Original,Responde,Ciudades Pequennias,841301,Hombre,45 a 59,Básica,Soltero,5
8413012,2022,Original,Responde,Ciudades Pequennias,841301,Hombre,45 a 59,Básica,Soltero,6
8413013,2016,Original,Responde,Ciudades Pequennias,841301,Hombre,18 a 29,Técnica,Soltero,0
8413013,2017,Original,Responde,Ciudades Pequennias,841301,Hombre,18 a 29,Media,Soltero,1
8413013,2018,Original,No Responde,Ciudades Pequennias,841301,Hombre,18 a 29,Media,Soltero,2
8413013,2019,Original,No Responde,Ciudades Pequennias,841301,Hombre,18 a 29,Media,Soltero,3
8413013,2021,Original,No Responde,Ciudades Pequennias,841301,Hombre,18 a 29,Media,Soltero,5
8413013,2022,Original,Responde,Ciudades Pequennias,841301,Hombre,18 a 29,Universitaria,Soltero,6
8413021,2016,Original,Responde,Ciudades Pequennias,841302,Mujer,45 a 59,Media,Soltero,0
8413021,2017,Original,Responde,Ciudades Pequennias,841302,Mujer,45 a 59,Media,Soltero,1
8413021,2018,Original,Responde,Ciudades Pequennias,841302,Mujer,45 a 59,Media,Soltero,2
8413021,2019,Original,Responde,Ciudades Pequennias,841302,Mujer,45 a 59,Media,Soltero,3
8413021,2021,Original,Responde,Ciudades Pequennias,841302,Mujer,45 a 59,Media,Soltero,5
8413021,2022,Original,Responde,Ciudades Pequennias,841302,Mujer,45 a 59,Media,Soltero,6
8413035,2016,Original,Responde,Ciudades Pequennias,841303,Mujer,18 a 29,Media,Soltero,0
8413035,2017,Original,Responde,Ciudades Pequennias,841303,Mujer,18 a 29,Media,Soltero,1
8413035,2018,Original,No Responde,Ciudades Pequennias,841303,Mujer,18 a 29,Media,Soltero,2
8413035,2019,Original,No Responde,Ciudades Pequennias,841303,Mujer,18 a 29,Media,Soltero,3
8413035,2021,Original,No Responde,Ciudades Pequennias,841303,Mujer,18 a 29,Media,Soltero,5
8413035,2022,Original,Responde,Ciudades Pequennias,841303,Mujer,18 a 29,Media,Soltero,6
8413041,2016,Original,Responde,Ciudades Pequennias,841304,Hombre,45 a 59,Técnica,En Pareja,0
8413041,2017,Original,Responde,Ciudades Pequennias,841304,Hombre,45 a 59,Media,En Pareja,1
8413041,2018,Original,Responde,Ciudades Pequennias,841304,Hombre,45 a 59,Media,Soltero,2
8413041,2019,Original,Responde,Ciudades Pequennias,841304,Hombre,45 a 59,Media,Soltero,3
8413041,2021,Original,Responde,Ciudades Pequennias,841304,Hombre,45 a 59,Técnica,Soltero,5
8413041,2022,Original,Responde,Ciudades Pequennias,841304,Hombre,45 a 59,Media,En Pareja,6
8413043,2016,Original,Responde,Ciudades Pequennias,841304,Mujer,45 a 59,Básica,Soltero,0
8413043,2017,Original,Responde,Ciudades Pequennias,841304,Mujer,45 a 59,Básica,Soltero,1
8413043,2018,Original,Responde,Ciudades Pequennias,841304,Mujer,45 a 59,Básica,Soltero,2
8413043,2019,Original,Responde,Ciudades Pequennias,841304,Mujer,45 a 59,Media,Soltero,3
8413043,2021,Original,Responde,Ciudades Pequennias,841304,Mujer,45 a 59,Básica,Soltero,5
8413043,2022,Original,Responde,Ciudades Pequennias,841304,Mujer,45 a 59,Básica,Soltero,6
8413051,2016,Original,Responde,Ciudades Pequennias,841305,Hombre,30 a 44,Media,En Pareja,0
8413051,2017,Original,Responde,Ciudades Pequennias,841305,Hombre,30 a 44,Media,En Pareja,1
8413051,2018,Original,Responde,Ciudades Pequennias,841305,Hombre,30 a 44,Media,En Pareja,2
8413051,2019,Original,No Responde,Ciudades Pequennias,841305,Hombre,30 a 44,Media,En Pareja,3
8413051,2021,Original,No Responde,Ciudades Pequennias,841305,Hombre,30 a 44,Media,En Pareja,5
8413051,2022,Original,Responde,Ciudades Pequennias,841305,Hombre,30 a 44,Media,En Pareja,6
8413063,2016,Original,Responde,Ciudades Pequennias,841306,Mujer,45 a 59,Media,Soltero,0
8413063,2017,Original,Responde,Ciudades Pequennias,841306,Mujer,45 a 59,Media,Soltero,1
8413063,2018,Original,Responde,Ciudades Pequennias,841306,Mujer,45 a 59,Media,Soltero,2
8413063,2019,Original,Responde,Ciudades Pequennias,841306,Mujer,45 a 59,Media,Soltero,3
8413063,2021,Original,Responde,Ciudades Pequennias,841306,Mujer,45 a 59,Media,Soltero,5
8413063,2022,Original,Responde,Ciudades Pequennias,841306,Mujer,45 a 59,Media,Soltero,6
8413064,2016,Original,Responde,Ciudades Pequennias,841306,Hombre,60 0 más,Básica,Soltero,0
8413064,2017,Original,Responde,Ciudades Pequennias,841306,Hombre,60 0 más,Básica,Soltero,1
8413064,2018,Original,Responde,Ciudades Pequennias,841306,Hombre,60 0 más,Básica,En Pareja,2
8413064,2019,Original,Responde,Ciudades Pequennias,841306,Hombre,60 0 más,Básica,Soltero,3
8413064,2021,Original,Responde,Ciudades Pequennias,841306,Hombre,60 0 más,Básica,Soltero,5
8413064,2022,Original,Responde,Ciudades Pequennias,841306,Hombre,60 0 más,Básica,Soltero,6
8413071,2016,Original,Responde,Ciudades Pequennias,841307,Mujer,45 a 59,Media,Soltero,0
8413071,2017,Original,No Responde,Ciudades Pequennias,841307,Mujer,45 a 59,Media,Soltero,1
8413071,2018,Original,Responde,Ciudades Pequennias,841307,Mujer,45 a 59,Técnica,Soltero,2
8413071,2019,Original,No Responde,Ciudades Pequennias,841307,Mujer,45 a 59,Técnica,Soltero,3
8413071,2021,Original,No Responde,Ciudades Pequennias,841307,Mujer,45 a 59,Técnica,Soltero,5
8413071,2022,Original,Responde,Ciudades Pequennias,841307,Mujer,45 a 59,Media,Soltero,6
8413072,2016,Original,Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Media,Soltero,0
8413072,2017,Original,Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Media,Soltero,1
8413072,2018,Original,Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Media,Soltero,2
8413072,2019,Original,Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Técnica,Soltero,3
8413072,2021,Original,No Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Técnica,Soltero,5
8413072,2022,Original,No Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Técnica,Soltero,6
8413075,2016,Original,Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Media,En Pareja,0
8413075,2017,Original,Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Media,En Pareja,1
8413075,2018,Original,Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Técnica,En Pareja,2
8413075,2019,Original,Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Media,En Pareja,3
8413075,2021,Original,Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Media,Soltero,5
8413075,2022,Original,Responde,Ciudades Pequennias,841307,Mujer,30 a 44,Media,En Pareja,6
8413081,2016,Original,Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Media,En Pareja,0
8413081,2017,Original,Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Media,En Pareja,1
8413081,2018,Original,Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Media,En Pareja,2
8413081,2019,Original,Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Media,En Pareja,3
8413081,2021,Original,Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Media,En Pareja,5
8413081,2022,Original,Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Media,En Pareja,6
8413082,2016,Original,Responde,Ciudades Pequennias,841308,Hombre,18 a 29,Universitaria,En Pareja,0
8413082,2017,Original,No Responde,Ciudades Pequennias,841308,Hombre,18 a 29,Universitaria,En Pareja,1
8413082,2018,Original,No Responde,Ciudades Pequennias,841308,Hombre,18 a 29,Universitaria,En Pareja,2
8413082,2019,Original,No Responde,Ciudades Pequennias,841308,Hombre,18 a 29,Universitaria,En Pareja,3
8413082,2021,Original,No Responde,Ciudades Pequennias,841308,Hombre,18 a 29,Universitaria,En Pareja,5
8413082,2022,Original,Responde,Ciudades Pequennias,841308,Hombre,18 a 29,Universitaria,Soltero,6
8413083,2016,Original,Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Media,Soltero,0
8413083,2017,Original,Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Media,Soltero,1
8413083,2018,Original,Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Media,Soltero,2
8413083,2019,Original,Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Media,Soltero,3
8413083,2021,Original,No Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Media,Soltero,5
8413083,2022,Original,Responde,Ciudades Pequennias,841308,Mujer,45 a 59,Técnica,Soltero,6
8413091,2016,Original,Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Media,Soltero,0
8413091,2017,Original,Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Media,Soltero,1
8413091,2018,Original,Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Básica,Soltero,2
8413091,2019,Original,Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Media,Soltero,3
8413091,2021,Original,No Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Media,Soltero,5
8413091,2022,Original,Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Media,En Pareja,6
8413092,2016,Original,Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Básica,Soltero,0
8413092,2017,Original,Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Básica,Soltero,1
8413092,2018,Original,Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Media,En Pareja,2
8413092,2019,Original,No Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Media,En Pareja,3
8413092,2021,Original,No Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Media,En Pareja,5
8413092,2022,Original,Responde,Ciudades Pequennias,841309,Mujer,18 a 29,Básica,Soltero,6
8413093,2016,Original,Responde,Ciudades Pequennias,841309,Mujer,45 a 59,Básica,En Pareja,0
8413093,2017,Original,Responde,Ciudades Pequennias,841309,Mujer,45 a 59,Básica,En Pareja,1
8413093,2018,Original,Responde,Ciudades Pequennias,841309,Mujer,45 a 59,Básica,En Pareja,2
8413093,2019,Original,Responde,Ciudades Pequennias,841309,Mujer,45 a 59,Básica,En Pareja,3
8413093,2021,Original,Responde,Ciudades Pequennias,841309,Mujer,45 a 59,Básica,En Pareja,5
8413093,2022,Original,Responde,Ciudades Pequennias,841309,Mujer,45 a 59,Básica,En Pareja,6
8413111,2016,Original,Responde,Ciudades Pequennias,841311,Hombre,45 a 59,Técnica,Soltero,0
8413111,2017,Original,Responde,Ciudades Pequennias,841311,Hombre,45 a 59,Técnica,Soltero,1
8413111,2018,Original,Responde,Ciudades Pequennias,841311,Hombre,45 a 59,Técnica,Soltero,2
8413111,2019,Original,Responde,Ciudades Pequennias,841311,Hombre,45 a 59,Universitaria,Soltero,3
8413111,2021,Original,Responde,Ciudades Pequennias,841311,Hombre,45 a 59,Media,Soltero,5
8413111,2022,Original,Responde,Ciudades Pequennias,841311,Hombre,45 a 59,Técnica,Soltero,6
8413113,2016,Original,Responde,Ciudades Pequennias,841311,Mujer,30 a 44,Media,Soltero,0
8413113,2017,Original,Responde,Ciudades Pequennias,841311,Mujer,30 a 44,Media,Soltero,1
8413113,2018,Original,Responde,Ciudades Pequennias,841311,Mujer,30 a 44,Media,Soltero,2
