"idencuesta","ola","muestra","segmento_disenno","estrato_disenno","m0_sexo","tramo_etario","tipo_atricion","pd_diseno","pd_nr","pd_atricion","pd_modelob","pd_atricion_trm","pd_nr_trm","pd_modelob_trm","ponderadorlong_total","ponderadorlong_modelob","ponderadorlong_nr","ponderadorlong_panel"
10109033,2,1,1010903,4,"Mujer","40 a 49",1,448.953979492188,673.430969238281,522.042810281009,522.042810281009,522.042810281009,673.430969238281,522.042810281009,0.224008891297286,0.223954335823719,0.202179465547126,0.22130222837584
11201012,2,1,1120101,6,"Mujer","30 a 39",1,21,42,24.4792035870846,24.4792035870846,24.4792035870846,42,24.4792035870846,0.0102259160093121,0.0102217228667398,0.0125859606317033,0.0118514087659703
11201013,2,1,1120101,6,"Mujer","18 a 29",1,31.4999980926514,62.9999961853027,39.037532333236,39.037532333236,39.037532333236,62.9999961853027,39.037532333236,0.0200656964038246,0.0200550131476845,0.0251904413131785,0.0234030373473835
11201031,2,1,1120103,6,"Hombre","30 a 39",1,10.4999990463257,20.9999980926514,12.8644195090782,12.8644195090782,14.4186991869919,20.9999980926514,14.4016965984262,0.00889528405167351,0.00888073463530857,0.0097151241060807,0.012683033184895
11201033,2,1,1120103,6,"Mujer","40 a 49",2,10.4999990463257,20.9999980926514,11.788517096464,11.788517096464,14.4186991869919,20.9999980926514,14.4016965984262,0.00618707269828791,0.00617827184460047,0.00630468241706393,NA
11201053,2,1,1120105,6,"Mujer","50 a 59",1,21,84,22.9643463425103,22.9643463425103,22.9643463425103,84,22.9643463425103,0.00706004347902612,0.00705904726412955,0.0179062061888505,0.00556216190387722
11201062,2,1,1120106,6,"Mujer","40 a 49",2,21,42,22.6801115786987,22.6801115786987,22.6801115786987,42,22.6801115786987,0.00973204984186687,0.00972967968332171,0.0126093659793877,NA
11201063,2,1,1120106,6,"Mujer","60 o más",1,10.5,21,12.0862229758285,12.0862229758285,14.4186991869919,21,14.4016965984262,0.00581895643233552,0.00581096431930202,0.00582985186340349,0.00529377714247787
11201072,2,1,1120107,6,"Mujer","40 a 49",2,20.9999980926514,83.9999923706055,23.7183154446685,23.7183154446685,23.7183154446685,83.9999923706055,23.7183154446685,0.0101775437599447,0.0101750651051183,0.0252187296682557,NA
11201081,2,1,1120108,6,"Hombre","18 a 29",1,31.4999980926514,62.9999961853027,41.2846084200252,41.2846084200252,41.2846084200252,62.9999961853027,41.2846084200252,0.0313392682850186,0.0313211126634687,0.0388890912713864,0.044967877843705
11201082,2,1,1120108,6,"Mujer","30 a 39",1,21,42,24.137857944393,24.137857944393,24.137857944393,42,24.137857944393,0.0100833226500187,0.010079187977933,0.0125859606317033,0.0116861490291644
11201091,2,1,1120109,6,"Mujer","30 a 39",1,21,28,24.3338828209798,24.3338828209798,24.3338828209798,28,24.3338828209798,0.0101652098697798,0.0101610416197939,0.00839064042113556,0.0117810528904139
11201092,2,1,1120109,6,"Mujer","60 o más",1,31.4999980926514,42,36.0584236296305,36.0584236296305,36.0584236296305,42,36.0584236296305,0.0145521030294337,0.0145492728367126,0.011659703726807,0.0132387295364712
11201093,2,1,1120109,6,"Mujer","60 o más",2,21,28,23.897801999654,23.897801999654,23.897801999654,28,23.897801999654,0.00964443927022375,0.00964256355358222,0.00777313581787131,NA
11201101,2,1,1120110,6,"Hombre","40 a 49",2,31.4999980926514,42,38.018943978979,38.018943978979,38.018943978979,42,38.018943978979,0.0240928396267329,0.0240858414714419,0.0194663832344289,NA
11201102,2,1,1120110,6,"Hombre","50 a 59",1,21,28,23.6436632077656,23.6436632077656,23.6436632077656,28,23.6436632077656,0.0107348716037674,0.0107328530668315,0.00921455454928411,0.0104046782905036
11201103,2,1,1120110,6,"Hombre","40 a 49",2,10.5,14,12.8374993432883,12.8374993432883,14.4186991869919,14,14.4016965984262,0.00913721873312348,0.00912379316430485,0.0064887944114763,NA
11201111,2,1,1120111,6,"Hombre","30 a 39",1,31.4999980926514,62.9999961853027,37.3361267922341,37.3361267922341,37.3361267922341,62.9999961853027,37.3361267922341,0.0230336626695039,0.0230231370370834,0.0291453732006293,0.0328417514617797
11201112,2,1,1120111,6,"Mujer","60 o más",2,10.4999990463257,20.9999980926514,11.7296690837652,11.7296690837652,14.4186991869919,20.9999980926514,14.4016965984262,0.00581895643233552,0.00581096431930202,0.00582985133390063,NA
13101025,2,1,1310102,1,"Mujer","40 a 49",1,1993.88269042969,21932.708984375,2785.46564490446,2785.46564490446,2785.46564490446,10467.8828125,2785.46564490446,1.19524502315404,1.19495393132332,3.14269917647988,1.18080307235701
13101034,2,1,1310103,1,"Hombre","18 a 29",1,1993.88269042969,15951.0615234375,3157.66173573383,3157.66173573383,3157.66173573383,10467.8828125,3157.66173573383,2.39699035734344,2.39560172090844,6.46169007560129,3.43937735244078
13101044,2,1,1310104,1,"Hombre","30 a 39",2,1993.88269042969,15951.0615234375,2768.29023821038,2768.29023821038,2768.29023821038,10467.8828125,2768.29023821038,1.70783284171515,1.70705241782055,4.84270428038438,NA
13101051,2,1,1310105,1,"Hombre","30 a 39",2,1993.88269042969,3987.76538085938,2720.08159686453,2720.08159686453,2720.08159686453,3987.76538085938,2720.08159686453,1.67809163184905,1.67732479871712,1.84483995713019,NA
13101052,2,1,1310105,1,"Hombre","30 a 39",2,3987.76538085938,7975.53076171875,5248.37322927788,5248.37322927788,5248.37322927788,7975.53076171875,5248.37322927788,3.23786286669635,3.23638326899399,3.68967991426038,NA
13101053,2,1,1310105,1,"Hombre","30 a 39",1,3987.76538085938,7975.53076171875,7397.1689684175,7397.1689684175,7397.1689684175,7975.53076171875,7397.1689684175,4.56351285916702,4.56142748266434,3.68967991426038,6.50672701358213
13101055,2,1,1310105,1,"Mujer","30 a 39",2,5981.6474609375,11963.294921875,7608.21901900931,7608.21901900931,7608.21901900931,10467.8828125,7608.21901900931,3.17824917759532,3.17694593474452,3.13686573750974,NA
13101061,2,1,1310106,1,"Mujer","30 a 39",2,3987.76538085938,8972.4716796875,5125.22826654145,5125.22826654145,5125.22826654145,8972.4716796875,5125.22826654145,2.1410073083365,2.14012938709364,2.68874226975286,NA
13101062,2,1,1310106,1,"Mujer","60 o más",2,3987.76538085938,8972.4716796875,4703.2983818217,4703.29838182169,4703.2983818217,8972.4716796875,4703.29838182169,1.89811078081062,1.89774162321843,2.4908657495791,NA
13101066,2,1,1310106,1,"Hombre","30 a 39",2,3987.76538085938,8972.4716796875,5375.73363279564,5375.73363279564,5375.73363279564,8972.4716796875,5375.73363279564,3.31643493145294,3.31491942888022,4.1508897058882,NA
13101067,2,1,1310106,1,"Mujer","30 a 39",2,3987.76538085938,8972.4716796875,5072.39712432168,5072.39712432168,5072.39712432168,8972.4716796875,5072.39712432168,2.11893768417191,2.11806881259077,2.68874226975286,NA
13101075,2,1,1310107,1,"Hombre","30 a 39",2,3987.76489257812,31902.119140625,7007.44681942097,7007.44681942097,7007.44681942097,10467.8828125,7007.44681942097,4.32308276408047,4.32110725628777,4.84270428038438,NA
13101081,2,1,1310108,1,"Hombre","30 a 39",2,3987.76538085938,15951.0615234375,6096.25347765484,6096.25347765484,6096.25347765484,10467.8828125,6096.25347765484,3.76094303872191,3.75922441044521,4.84270428038438,NA
13101085,2,1,1310108,1,"Mujer","40 a 49",2,1993.88269042969,7975.53076171875,2484.33808476507,2484.33808476507,2484.33808476507,7975.53076171875,2484.33808476507,1.06603100170325,1.06577137885615,2.39443776796135,NA
13101093,2,1,1310109,1,"Hombre","40 a 49",2,1993.88269042969,7975.53076171875,2594.81551000521,2594.81551000521,2594.81551000521,7975.53076171875,2594.81551000521,1.64435061578987,1.64387298753432,3.69654138822842,NA
13101094,2,1,1310109,1,"Hombre","30 a 39",2,1993.88269042969,7975.53076171875,3273.19523130919,3273.19523130919,3273.19523130919,7975.53076171875,3273.19523130919,2.01932233702095,2.01839957258861,3.68967991426038,NA
13101102,2,1,1310110,1,"Mujer","40 a 49",1,5981.6474609375,9570.6357421875,8400.13086791235,8400.13086791235,8400.13086791235,9570.6357421875,8400.13086791235,3.60450132712345,3.60362348126771,2.87332496972979,3.56094872509982
13101103,2,1,1310110,1,"Hombre","30 a 39",1,1993.88244628906,3190.2119140625,3178.12186621502,3178.12186621502,3178.12186621502,3190.2119140625,3178.12186621502,1.96066901626757,1.95977305448939,1.47587178499126,2.79555212104088
13101105,2,1,1310110,1,"Mujer","30 a 39",2,3987.76489257812,6380.423828125,5525.20044540889,5525.20044540889,5525.20044540889,6380.423828125,5525.20044540889,2.30809125339254,2.30714481928466,1.91199435986579,NA
13101107,2,1,1310110,1,"Mujer","60 o más",1,1993.88244628906,3190.2119140625,2524.66994710591,2524.66994710591,2524.66994710591,3190.2119140625,2524.66994710591,1.01888140099974,1.0186832419626,0.885641089135679,0.926924120197169
13101108,2,1,1310110,1,"Hombre","40 a 49",1,3987.76489257812,6380.423828125,5771.65240383536,5771.65240383536,5771.65240383536,6380.423828125,5771.65240383536,3.65753177741438,3.6564693881005,2.95723274848484,4.44533188002402
13101115,2,1,1310111,1,"Hombre","30 a 39",2,1993.88269042969,4486.23583984375,2948.80825401358,2948.80825401358,2948.80825401358,4486.23583984375,2948.80825401358,1.81919926986441,1.81836795514522,2.0754448529441,NA
13101116,2,1,1310111,1,"Mujer","30 a 39",2,5981.6474609375,13458.70703125,7674.29870821057,7674.29870821057,7674.29870821057,10467.8828125,7674.29870821057,3.20585323543526,3.20453867352512,3.13686573750974,NA
13101117,2,1,1310111,1,"Mujer","30 a 39",1,1993.88269042969,4486.23583984375,2507.88364860335,2507.88364860335,2507.88364860335,4486.23583984375,2507.88364860335,1.04764060074551,1.04721101513191,1.34437113487643,1.21417161924226
13101119,2,1,1310111,1,"Mujer","60 o más",2,1993.88269042969,4486.23583984375,2402.78849107607,2402.78849107607,2402.78849107607,4486.23583984375,2402.78849107607,0.969693684871571,0.969505092198536,1.24543287478955,NA
13101122,2,1,1310112,1,"Hombre","40 a 49",1,1993.88269042969,5317.0205078125,2740.51568246496,2740.51568246496,2740.51568246496,5317.0205078125,2740.51568246496,1.73668171500717,1.73617726768917,2.46436092548562,2.11074764704676
13101124,2,1,1310112,1,"Mujer","30 a 39",2,3987.76538085938,10634.041015625,5099.53990340051,5099.53990340051,5099.53990340051,10467.8828125,5099.53990340051,2.130276279324,2.12940275834558,3.13686573750974,NA
13101126,2,1,1310112,1,"Hombre","18 a 29",2,3987.76538085938,10634.041015625,5911.15318672331,5911.15318672331,5911.15318672331,10467.8828125,5911.15318672331,4.4871738568485,4.48457432486093,6.46169007560129,NA
13101133,2,1,1310113,1,"Hombre","18 a 29",2,5981.6474609375,15951.060546875,8611.13373632325,8611.13373632325,8611.13373632325,10467.8828125,8611.13373632325,6.53673707293562,6.53295017774112,6.46169007560129,NA
13101134,2,1,1310113,1,"Mujer","18 a 29",2,3987.76538085938,10634.041015625,5572.16260443175,5572.16260443175,5572.16260443175,10467.8828125,5572.16260443175,2.86414935705553,2.86262444406028,4.18556513695516,NA
13101135,2,1,1310113,1,"Mujer","30 a 39",1,3987.76538085938,10634.041015625,5006.73962833708,5006.73962833708,5006.73962833708,10467.8828125,5006.73962833708,2.0915099928693,2.0906523680283,3.13686573750974,2.42397256549276
13101141,2,1,1310114,1,"Mujer","40 a 49",2,1993.88269042969,5981.64794921875,2319.15785464054,2319.15785464054,2319.15785464054,5981.64794921875,2319.15785464054,0.99515206326043,0.994909702380164,1.79582828932269,NA
13101145,2,1,1310114,1,"Mujer","18 a 29",2,1993.88269042969,5981.64794921875,2408.11825119079,2408.11825119079,2408.11825119079,5981.64794921875,2408.11825119079,1.2377977511597,1.23713873040312,2.39175175785236,NA
13101148,2,1,1310114,1,"Mujer","18 a 29",2,1993.88269042969,5981.64794921875,2494.3870709131,2494.3870709131,2494.3870709131,5981.64794921875,2494.3870709131,1.28214081902801,1.28145818940471,2.39175175785236,NA
13101151,2,1,1310115,1,"Mujer","50 a 59",1,7975.52978515625,31902.119140625,8954.32299702883,8954.32299702883,8954.32299702883,10467.8828125,8954.32299702883,2.75287215849213,2.75248371155681,2.23142938096844,2.16881393035292
13101157,2,1,1310115,1,"Hombre","60 o más",1,7975.52978515625,31902.119140625,10910.5903114608,10910.5903114608,10029.8088493683,10467.8828125,10048.5160552256,5.97778764166239,5.98749136456251,4.48630810139282,6.69046931668336
13102011,2,1,1310201,1,"Hombre","30 a 39",2,3987.76489257812,5317.02001953125,4781.22943620229,4781.22943620229,4781.22943620229,5317.02001953125,4781.22943620229,2.94966927319018,2.94832137055841,2.45978638361581,NA
13102012,2,1,1310201,1,"Hombre","40 a 49",2,5981.64697265625,7975.529296875,7290.61369598352,7290.61369598352,7290.61369598352,7975.529296875,7290.61369598352,4.62010693024279,4.61876494539334,3.69654070929486,NA
13102013,2,1,1310201,1,"Hombre","30 a 39",2,5981.64697265625,7975.529296875,7380.89144197262,7380.89144197262,7380.89144197262,7975.529296875,7380.89144197262,4.55347081449239,4.55139002687653,3.68967923658704,NA
13102014,2,1,1310201,1,"Mujer","40 a 49",1,7975.52978515625,10634.0400390625,9821.78136314706,9821.78136314706,9821.78136314706,10467.8828125,9821.78136314706,4.21453242989516,4.21350601611647,3.14269917647988,4.16360892148813
13102016,2,1,1310201,1,"Hombre","50 a 59",2,1993.88244628906,2658.51000976562,2359.80280341577,2359.80280341577,2359.80280341577,2658.51000976562,2359.80280341577,1.07141519832504,1.07121373423387,0.874892339457256,NA
13102017,2,1,1310201,1,"Hombre","18 a 29",1,9969.412109375,13292.5498046875,12294.9613637152,12294.9613637152,10029.8088493683,10467.8828125,10048.5160552256,7.61365754471691,7.623439231017,6.46169007560129,10.9246335715598
13102021,2,1,1310202,1,"Hombre","50 a 59",2,3987.76538085938,10634.041015625,5046.03005306027,5046.03005306027,5046.03005306027,10467.8828125,5046.03005306027,2.29103604853255,2.29060525242654,3.44488847111767,NA
13102023,2,1,1310202,1,"Mujer","40 a 49",1,3987.76538085938,10634.041015625,4554.85275381667,4554.85275381667,4554.85275381667,10467.8828125,4554.85275381667,1.95449012094551,1.95401412138356,3.14269917647988,1.93087433538424
13102025,2,1,1310202,1,"Mujer","60 o más",1,1993.88269042969,5317.0205078125,2254.04483109275,2254.04483109275,2254.04483109275,5317.0205078125,2254.04483109275,0.909665185365186,0.909488267446104,1.47606866262977,0.827565014722292
13102031,2,1,1310203,1,"Mujer","30 a 39",2,3987.76489257812,6380.423828125,4595.11233763839,4595.11233763839,4595.11233763839,6380.423828125,4595.11233763839,1.91955725401278,1.91877013848841,1.91199435986579,NA
13102032,2,1,1310203,1,"Mujer","18 a 29",2,5981.64697265625,9570.6357421875,7161.8062745803,7161.8062745803,7161.8062745803,9570.6357421875,7161.8062745803,3.68124268670499,3.67928274184464,3.82680242208691,NA
13102033,2,1,1310203,1,"Hombre","30 a 39",2,3987.76489257812,6380.423828125,4801.23357135087,4801.23357135087,4801.23357135087,6380.423828125,4801.23357135087,2.96201036319054,2.96065682108324,2.95174356998252,NA
13102035,2,1,1310203,1,"Hombre","50 a 59",1,5981.64697265625,9570.6357421875,7277.20950929993,7277.20950929993,7277.20950929993,9570.6357421875,7277.20950929993,3.30405271930926,3.30343144010833,3.14961232563268,3.20242354712575
13102038,2,1,1310203,1,"Mujer","50 a 59",1,5981.64697265625,9570.6357421875,6900.49740846271,6900.49740846271,6900.49740846271,9570.6357421875,6900.49740846271,2.12145431897054,2.12115496891679,2.04016401140466,1.6713597343768
13103014,2,1,1310301,1,"Mujer","18 a 29",2,7975.53076171875,23926.591796875,10057.8710882152,10057.8710882152,10029.8088493683,10467.8828125,10048.5160552256,5.15542574878569,5.1622915065944,4.18556513695516,NA
13103015,2,1,1310301,1,"Hombre","30 a 39",1,5981.6474609375,17944.94140625,8727.12907433388,8727.12907433388,8727.12907433388,10467.8828125,8727.12907433388,5.38400108533051,5.38154077247499,4.84270428038438,7.67659178010293
13103021,2,1,1310302,1,"Mujer","60 o más",2,3987.76538085938,9969.4130859375,4519.15123283464,4519.15123283464,4519.15123283464,9969.4130859375,4519.15123283464,1.82379449033269,1.82343978628195,2.76762864076628,NA
13103024,2,1,1310302,1,"Mujer","40 a 49",2,7975.53076171875,19938.826171875,9271.27837366832,9271.27837366832,9271.27837366832,10467.8828125,9271.27837366832,3.97831125818207,3.9773423740747,3.14269917647988,NA
13103041,2,1,1310304,1,"Hombre","30 a 39",1,3987.76489257812,4984.7060546875,4779.39402557018,4779.39402557018,4779.39402557018,4984.7060546875,4779.39402557018,2.94853695891465,2.94718957371357,2.30604963581246,4.20406946867181
13103043,2,1,1310304,1,"Mujer","40 a 49",1,3987.76489257812,4984.7060546875,4328.82409479419,4328.82409479419,4328.82409479419,4984.7060546875,4328.82409479419,1.85750108420007,1.85704870549888,1.49652340341011,1.83505720136116
13103044,2,1,1310304,1,"Hombre","30 a 39",2,3987.76489257812,4984.7060546875,4709.5846204029,4709.5846204029,4709.5846204029,4984.7060546875,4709.5846204029,2.90546965579749,2.90414195094896,2.30604963581246,NA
13103045,2,1,1310304,1,"Mujer","60 o más",1,1993.88244628906,2492.35302734375,2264.51794378691,2264.51794378691,2264.51794378691,2492.35302734375,2264.51794378691,0.913891820908928,0.9137140809648,0.691907092415204,0.831410182991074
13104012,2,1,1310401,1,"Mujer","60 o más",1,1993.88269042969,3323.1376953125,2347.39346905682,2347.39346905682,2347.39346905682,3323.1376953125,2347.39346905682,0.94733790814595,0.947153663377574,0.922542880255426,0.861837654682868
13104013,2,1,1310401,1,"Mujer","60 o más",1,1993.88269042969,3323.1376953125,2300.97248870442,2300.97248870442,2300.97248870442,3323.1376953125,2300.97248870442,0.928603786661493,0.928423185433446,0.922542880255426,0.844794347132442
13104014,2,1,1310401,1,"Mujer","50 a 59",1,3987.76538085938,6646.275390625,4460.91246308873,4460.91246308873,4460.91246308873,6646.275390625,4460.91246308873,1.37144055727968,1.37124703871043,1.41678068490969,1.08047130924829
13104023,2,1,1310402,1,"Hombre","18 a 29",2,1993.88269042969,3323.1376953125,2528.40703265632,2528.40703265632,2528.40703265632,3323.1376953125,2528.40703265632,1.91932125222022,1.91820934143879,2.05133036453328,NA
13104024,2,1,1310402,1,"Mujer","60 o más",1,3987.76538085938,6646.275390625,4638.00696828891,4638.00696828891,4638.00696828891,6646.275390625,4638.00696828891,1.87176111598818,1.87139708305937,1.84508576051085,1.70282873350542
13104025,2,1,1310402,1,"Hombre","18 a 29",2,13957.1787109375,23261.96484375,18256.2563944491,18256.2563944491,10029.8088493683,10467.8828125,10048.5160552256,7.61365754471691,7.623439231017,6.46169007560129,NA
13104031,2,1,1310403,1,"Hombre","50 a 59",1,1993.88269042969,2492.35327148438,2328.48846612764,2328.48846612764,2328.48846612764,2492.35327148438,2328.48846612764,1.05719763029461,1.05699883961093,0.820211613434981,1.02467934770992
13104032,2,1,1310403,1,"Mujer","50 a 59",1,5981.6474609375,7477.0595703125,6547.20458153795,6547.20458153795,6547.20458153795,7477.0595703125,6547.20458153795,2.01283974393691,2.01255572005756,1.59387821848016,1.58578917758737
13104033,2,1,1310403,1,"Hombre","30 a 39",1,9969.4130859375,12461.7666015625,12201.9787741843,12201.9787741843,10029.8088493683,10467.8828125,10048.5160552256,6.18765934028293,6.19636748734506,4.84270428038438,8.82246011411736
13104035,2,1,1310403,1,"Hombre","30 a 39",2,5981.6474609375,7477.0595703125,7753.39773123745,7753.39773123745,7753.39773123745,7477.0595703125,7753.39773123745,4.78327998181553,4.78109417890719,3.4590746796098,NA
13104043,2,1,1310404,1,"Hombre","60 o más",1,3987.76538085938,19938.826171875,4833.7690762441,4833.7690762441,4833.7690762441,10467.8828125,4833.7690762441,2.88093676365942,2.88024126579863,4.48630810139282,3.22440678324401
13105011,2,1,1310501,1,"Hombre","60 o más",2,1993.88269042969,2791.43579101562,2446.89603670912,2446.89603670912,2446.89603670912,2791.43579101562,2446.89603670912,1.45835529952235,1.45800323244337,1.19634898747595,NA
13105013,2,1,1310501,1,"Mujer","18 a 29",1,7975.53076171875,11165.7431640625,9800.29599881171,9800.29599881171,9800.29599881171,10467.8828125,9800.29599881171,5.03745376375514,5.03477175323485,4.18556513695516,5.87528666816709
13105015,2,1,1310501,1,"Mujer","50 a 59",1,5981.6474609375,8374.306640625,6612.32507418362,6612.32507418362,6612.32507418362,8374.306640625,6612.32507418362,2.03286006163274,2.0325732127653,1.78514358804394,1.60156192016637
13105016,2,1,1310501,1,"Mujer","30 a 39",1,3987.76538085938,5582.87158203125,4630.61585143379,4630.61585143379,4630.61585143379,5582.87158203125,4630.61585143379,1.93438845343541,1.93359525636944,1.6729952843643,2.24187527581487
13105017,2,1,1310501,1,"Mujer","50 a 59",2,3987.76538085938,5582.87158203125,4494.38370485943,4494.38370485943,4494.38370485943,5582.87158203125,4494.38370485943,1.38173078799967,1.38153581741654,1.19009582944911,NA
13105022,2,1,1310502,1,"Mujer","60 o más",2,5981.6474609375,9570.6357421875,6698.29743544096,6698.29743544096,6698.29743544096,9570.6357421875,6698.29743544096,2.70323282580302,2.70270708255811,2.65692326740704,NA
13105023,2,1,1310502,1,"Mujer","50 a 59",1,7975.52978515625,12760.84765625,9014.53740358829,9014.53740358829,9014.53740358829,10467.8828125,9014.53740358829,2.77138417368441,2.77099311459163,2.23142938096844,2.18339837674797
13105025,2,1,1310502,1,"Hombre","50 a 59",2,3987.76489257812,6380.423828125,4716.08078302429,4716.08078302429,4716.08078302429,6380.423828125,4716.08078302429,2.14123002996138,2.14082740270479,2.09974155042178,NA
13105026,2,1,1310502,1,"Hombre","30 a 39",1,5981.6474609375,9570.6357421875,7507.59393502878,7507.59393502878,7507.59393502878,9570.6357421875,7507.59393502878,4.6316369965573,4.62952048954623,4.42761535497378,6.60385945929091
13105027,2,1,1310502,1,"Hombre","60 o más",2,3987.76489257812,6380.423828125,4596.79255965531,4596.7925596553,4596.79255965531,6380.423828125,4596.7925596553,2.73969825019384,2.73903684925777,2.73451161263055,NA
13105031,2,1,1310503,1,"Mujer","50 a 59",1,5981.6474609375,10467.8828125,6630.75058959539,6630.75058959539,6630.75058959539,10467.8828125,6630.75058959539,2.03852470969153,2.03823706150794,2.23142938096844,1.60602473823896
13105033,2,1,1310503,1,"Mujer","60 o más",1,3987.76538085938,6978.58935546875,4515.14593847133,4515.14593847133,4515.14593847133,6978.58935546875,4515.14593847133,1.82217807313051,1.82182368345167,1.93734010275749,1.65772071766329
13105036,2,1,1310503,1,"Mujer","50 a 59",2,3987.76538085938,6978.58935546875,4419.67709758675,4419.67709758675,4419.67709758675,6978.58935546875,4419.67709758675,1.35876336329491,1.35857163355451,1.48761976078977,NA
13105037,2,1,1310503,1,"Hombre","40 a 49",1,5981.6474609375,10467.8828125,7513.22042503934,7513.22042503934,7513.22042503934,10467.8828125,7513.22042503934,4.76117418939494,4.75979122927643,4.85170996383849,5.78668913860457
13105042,2,1,1310504,1,"Mujer","60 o más",1,7975.52978515625,13957.1767578125,8866.31511499747,8866.31511499747,8866.31511499747,10467.8828125,8866.31511499747,3.5781800216814,3.57748411270993,2.9060098152544,3.25523791606141
13105043,2,1,1310504,1,"Mujer","18 a 29",1,7975.52978515625,13957.1767578125,9508.00299911958,9508.00299911958,9508.00299911958,10467.8828125,9508.00299911958,4.88721213109457,4.88461011131132,4.18556513695516,5.70005673995901
13105044,2,1,1310504,1,"Mujer","50 a 59",1,9969.412109375,17446.470703125,11377.7018223695,11377.7018223695,10029.8088493683,10467.8828125,10048.5160552256,3.08351413563992,3.08882947113958,2.23142938096844,2.42930584015173
13105045,2,1,1310504,1,"Mujer","30 a 39",1,3987.76489257812,6978.58837890625,4739.4792202285,4739.4792202285,4739.4792202285,6978.58837890625,4739.4792202285,1.97986491927815,1.97905307456195,2.09124377623277,2.29458059682896
13106012,2,1,1310601,1,"Mujer","60 o más",1,7975.53076171875,12760.849609375,9285.27720765994,9285.27720765994,9285.27720765994,10467.8828125,9285.27720765994,3.74726061157279,3.7465318186495,2.9060098152544,3.40905844598149
13106014,2,1,1310601,1,"Mujer","18 a 29",1,7975.53076171875,12760.849609375,10061.1484176685,10061.1484176685,10029.8088493683,10467.8828125,10048.5160552256,5.15542574878569,5.1622915065944,4.18556513695516,6.01287983792563
13106015,2,1,1310601,1,"Hombre","60 o más",1,3987.76538085938,6380.4248046875,4930.34497476928,4930.34497476928,4930.34497476928,6380.4248046875,4930.34497476928,2.93849620685086,2.93778681334678,2.73451203116411,3.28882855792763
13106017,2,1,1310601,1,"Hombre","30 a 39",2,7975.53076171875,12760.849609375,9763.63621382729,9763.63621382729,9763.63621382729,10467.8828125,9763.63621382729,6.02345026918612,6.02069774891411,4.84270428038438,NA
13106018,2,1,1310601,1,"Mujer","60 o más",2,5981.6474609375,9570.6357421875,6742.68075525612,6742.68075525612,6742.68075525612,9570.6357421875,6742.68075525612,2.72114460834162,2.72061538149049,2.65692326740704,NA
13106022,2,1,1310602,1,"Mujer","50 a 59",2,3987.76538085938,6380.4248046875,4556.92136947742,4556.92136947742,4556.92136947742,6380.4248046875,4556.92136947742,1.40095705399891,1.40075937047319,1.36010954910941,NA
13106023,2,1,1310602,1,"Hombre","60 o más",2,7975.53076171875,12760.849609375,10015.1490922642,10015.1490922642,10015.1490922642,10467.8828125,10015.1490922642,5.96905039490498,5.96760938383074,4.48630810139282,NA
13106024,2,1,1310602,1,"Mujer","50 a 59",1,5981.6474609375,9570.6357421875,6532.66832688711,6532.66832688711,6532.66832688711,9570.6357421875,6532.66832688711,2.00837079070278,2.00808739741979,2.04016401140466,1.58226837187236
13106027,2,1,1310602,1,"Mujer","50 a 59",1,5981.6474609375,9570.6357421875,6677.93346002693,6677.93346002693,6677.93346002693,9570.6357421875,6677.93346002693,2.05303037476658,2.05274067974579,2.04016401140466,1.61745283466791
13106028,2,1,1310602,1,"Mujer","60 o más",1,3987.76538085938,6380.4248046875,4422.16926738745,4422.16926738745,4422.16926738745,6380.4248046875,4422.16926738745,1.78465546507522,1.78430837305033,1.77128244937682,1.62358464409769
13106033,2,1,1310603,1,"Mujer","40 a 49",1,7975.53076171875,63804.24609375,9314.28927131699,9314.28927131699,9314.28927131699,10467.8828125,9314.28927131699,3.9967672608436,3.99579388193266,3.14269917647988,3.94847497347981
13106044,2,1,1310604,1,"Hombre","18 a 29",2,7975.53076171875,19141.275390625,10518.1440834857,10518.1440834857,10029.8088493683,10467.8828125,10048.5160552256,7.61365754471691,7.623439231017,6.46169007560129,NA
13106046,2,1,1310604,1,"Mujer","50 a 59",1,3987.76538085938,9570.6376953125,4405.65200546016,4405.65200546016,4405.65200546016,9570.6376953125,4405.65200546016,1.35445155930388,1.35426043798514,2.0401644277506,1.06708675182923
13106048,2,1,1310604,1,"Mujer","40 a 49",2,3987.76538085938,9570.6376953125,4723.93659708838,4723.93659708838,4723.93659708838,9570.6376953125,4723.93659708838,2.02704410219312,2.02655043272181,2.87332555610283,NA
13106049,2,1,1310604,1,"Hombre","50 a 59",1,9969.4130859375,23926.591796875,11429.9504945432,11429.9504945432,10029.8088493683,10467.8828125,10048.5160552256,4.55380831904831,4.56144402890208,3.44488847111767,4.41373798450353
13107012,2,1,1310701,1,"Mujer","30 a 39",2,3987.76538085938,4652.392578125,4581.28545786079,4581.28545786079,4581.28545786079,4652.392578125,4581.28545786079,1.91378122822119,1.91299648115942,1.39416261503595,NA
13107013,2,1,1310701,1,"Mujer","30 a 39",1,3987.76538085938,4652.392578125,4610.19512585396,4610.19512585396,4610.19512585396,4652.392578125,4610.19512585396,1.92585792163581,1.92506822251916,1.39416261503595,2.23198874640702
13107014,2,1,1310701,1,"Hombre","60 o más",2,3987.76538085938,4652.392578125,4948.02105959001,4948.02105959001,4948.02105959001,4652.392578125,4948.02105959001,2.94903119141351,2.94831925461888,1.9939148047376,NA
